# event_ticker=KXATPCHALLENGERMATCH-26FEB16GOJMEN
# final_score=6-7(7) 6-4 7-6(5)
# score_resolution=6-7 6-4 7-6
# match_winner=Borna Gojo
# fav_player=Borna Gojo
# dog_player=Facundo Mena
# kalshi_date=2026-02-16
timestamp,Borna Gojo,Facundo Mena
2026-02-16T18:54:00Z,80.00,21.00
2026-02-16T18:55:00Z,80.00,22.00
2026-02-16T18:56:00Z,82.10,21.00
2026-02-16T18:57:00Z,79.67,22.09
2026-02-16T18:58:00Z,75.60,25.95
2026-02-16T18:59:00Z,78.00,22.00
2026-02-16T19:00:00Z,79.71,22.00
2026-02-16T19:01:00Z,80.62,19.66
2026-02-16T19:02:00Z,79.94,21.12
2026-02-16T19:03:00Z,75.52,24.70
2026-02-16T19:04:00Z,77.80,25.00
2026-02-16T19:05:00Z,77.00,24.18
2026-02-16T19:06:00Z,79.00,22.94
2026-02-16T19:07:00Z,79.02,21.43
2026-02-16T19:08:00Z,78.65,22.00
2026-02-16T19:09:00Z,78.18,23.26
2026-02-16T19:10:00Z,75.00,27.00
2026-02-16T19:11:00Z,74.00,26.15
2026-02-16T19:12:00Z,79.45,22.00
2026-02-16T19:13:00Z,79.45,21.00
2026-02-16T19:14:00Z,79.05,22.87
2026-02-16T19:15:00Z,79.39,20.88
2026-02-16T19:16:00Z,85.60,17.17
2026-02-16T19:17:00Z,83.83,20.75
2026-02-16T19:18:00Z,74.93,25.41
2026-02-16T19:19:00Z,77.82,28.45
2026-02-16T19:20:00Z,76.71,26.55
2026-02-16T19:21:00Z,76.00,31.23
2026-02-16T19:22:00Z,68.02,29.63
2026-02-16T19:23:00Z,67.98,37.07
2026-02-16T19:24:00Z,73.07,27.49
2026-02-16T19:25:00Z,74.79,28.31
2026-02-16T19:26:00Z,74.79,25.29
2026-02-16T19:27:00Z,80.39,23.10
2026-02-16T19:28:00Z,73.59,31.91
2026-02-16T19:29:00Z,74.71,25.42
2026-02-16T19:30:00Z,80.64,20.00
2026-02-16T19:31:00Z,79.00,26.92
2026-02-16T19:32:00Z,54.39,48.09
2026-02-16T19:33:00Z,51.45,47.66
2026-02-16T19:34:00Z,49.74,51.68
2026-02-16T19:35:00Z,47.31,53.07
2026-02-16T19:36:00Z,45.65,54.14
2026-02-16T19:37:00Z,44.27,54.90
2026-02-16T19:38:00Z,37.37,62.09
2026-02-16T19:39:00Z,40.05,57.72
2026-02-16T19:40:00Z,44.14,54.83
2026-02-16T19:41:00Z,43.54,56.88
2026-02-16T19:42:00Z,41.67,58.61
2026-02-16T19:43:00Z,39.60,61.85
2026-02-16T19:44:00Z,40.00,63.36
2026-02-16T19:45:00Z,36.86,64.30
2026-02-16T19:46:00Z,35.30,64.12
2026-02-16T19:47:00Z,39.10,61.95
2026-02-16T19:48:00Z,38.80,65.24
2026-02-16T19:49:00Z,33.31,67.23
2026-02-16T19:50:00Z,30.40,69.44
2026-02-16T19:51:00Z,30.75,73.14
2026-02-16T19:52:00Z,35.19,72.99
2026-02-16T19:53:00Z,32.72,63.33
2026-02-16T19:54:00Z,34.61,69.58
2026-02-16T19:55:00Z,28.35,71.69
2026-02-16T19:56:00Z,26.95,74.60
2026-02-16T19:57:00Z,34.19,68.64
2026-02-16T19:58:00Z,41.54,60.62
2026-02-16T19:59:00Z,43.25,58.67
2026-02-16T20:00:00Z,33.44,65.08
2026-02-16T20:01:00Z,34.84,67.61
2026-02-16T20:02:00Z,34.25,68.20
2026-02-16T20:03:00Z,35.84,68.00
2026-02-16T20:04:00Z,40.35,62.50
2026-02-16T20:05:00Z,45.61,56.12
2026-02-16T20:06:00Z,57.66,49.08
2026-02-16T20:07:00Z,58.50,44.49
2026-02-16T20:08:00Z,60.94,35.23
2026-02-16T20:09:00Z,63.65,35.17
2026-02-16T20:10:00Z,61.21,39.28
2026-02-16T20:11:00Z,68.23,33.38
2026-02-16T20:12:00Z,68.79,32.66
2026-02-16T20:13:00Z,68.20,33.97
2026-02-16T20:14:00Z,66.20,33.90
2026-02-16T20:15:00Z,66.10,31.95
2026-02-16T20:16:00Z,66.73,35.17
2026-02-16T20:17:00Z,68.93,34.58
2026-02-16T20:18:00Z,66.49,36.83
2026-02-16T20:19:00Z,70.83,33.35
2026-02-16T20:20:00Z,67.77,33.94
2026-02-16T20:21:00Z,67.92,34.53
2026-02-16T20:22:00Z,73.54,29.27
2026-02-16T20:23:00Z,74.02,25.07
2026-02-16T20:24:00Z,68.51,35.02
2026-02-16T20:25:00Z,70.88,32.35
2026-02-16T20:26:00Z,65.63,36.24
2026-02-16T20:27:00Z,62.97,39.06
2026-02-16T20:28:00Z,58.78,45.62
2026-02-16T20:29:00Z,34.68,61.09
2026-02-16T20:30:00Z,34.92,64.18
2026-02-16T20:31:00Z,28.18,71.28
2026-02-16T20:32:00Z,32.04,67.34
2026-02-16T20:33:00Z,36.32,66.97
2026-02-16T20:34:00Z,38.98,67.52
2026-02-16T20:35:00Z,55.54,44.31
2026-02-16T20:36:00Z,57.79,40.32
2026-02-16T20:37:00Z,65.07,36.92
2026-02-16T20:38:00Z,66.50,31.79
2026-02-16T20:39:00Z,64.59,36.66
2026-02-16T20:40:00Z,61.49,41.00
2026-02-16T20:41:00Z,56.66,44.20
2026-02-16T20:42:00Z,58.20,44.58
2026-02-16T20:43:00Z,58.43,39.50
2026-02-16T20:44:00Z,64.50,42.23
2026-02-16T20:45:00Z,58.95,40.88
2026-02-16T20:46:00Z,64.70,36.11
2026-02-16T20:47:00Z,69.03,33.10
2026-02-16T20:48:00Z,73.84,33.14
2026-02-16T20:49:00Z,68.55,35.34
2026-02-16T20:50:00Z,68.11,39.28
2026-02-16T20:51:00Z,54.55,47.33
2026-02-16T20:52:00Z,55.80,47.39
2026-02-16T20:53:00Z,57.43,46.86
2026-02-16T20:54:00Z,64.78,37.37
2026-02-16T20:55:00Z,70.06,31.73
2026-02-16T20:56:00Z,72.23,30.92
2026-02-16T20:57:00Z,64.98,33.34
2026-02-16T20:58:00Z,65.47,37.29
2026-02-16T20:59:00Z,57.71,45.44
2026-02-16T21:00:00Z,62.04,42.61
2026-02-16T21:01:00Z,55.27,48.54
2026-02-16T21:02:00Z,54.29,50.89
2026-02-16T21:03:00Z,40.84,58.04
2026-02-16T21:04:00Z,56.89,43.42
2026-02-16T21:05:00Z,59.86,44.49
2026-02-16T21:06:00Z,51.33,48.97
2026-02-16T21:07:00Z,52.33,48.94
2026-02-16T21:08:00Z,51.30,48.69
2026-02-16T21:09:00Z,55.57,49.63
2026-02-16T21:10:00Z,51.05,46.97
2026-02-16T21:11:00Z,40.65,60.10
2026-02-16T21:12:00Z,31.36,66.85
2026-02-16T21:13:00Z,33.69,70.67
2026-02-16T21:14:00Z,49.90,52.61
2026-02-16T21:15:00Z,52.03,50.53
2026-02-16T21:16:00Z,57.13,45.78
2026-02-16T21:17:00Z,83.24,15.91
2026-02-16T21:18:00Z,93.48,8.89
2026-02-16T21:19:00Z,95.60,6.49
2026-02-16T21:20:00Z,97.99,2.83
2026-02-16T21:21:00Z,96.48,1.32
2026-02-16T21:22:00Z,95.95,4.00
2026-02-16T21:23:00Z,96.30,5.98
2026-02-16T21:24:00Z,93.38,8.16
2026-02-16T21:25:00Z,92.29,8.99
2026-02-16T21:26:00Z,77.75,20.54
2026-02-16T21:27:00Z,89.32,23.70
2026-02-16T21:28:00Z,99.00,1.00
2026-02-16T21:29:00Z,99.00,1.00
2026-02-16T21:30:00Z,99.00,1.00
2026-02-16T21:31:00Z,99.00,1.00
2026-02-16T21:32:00Z,99.00,1.00
