# event_ticker=KXATPCHALLENGERMATCH-26MAR23WENZHO
# final_score=6-1 4-6 6-1
# score_resolution=1-6 6-4 1-6
# match_winner=Harry Wendelken
# fav_player=Yi Zhou
# dog_player=Harry Wendelken
# kalshi_date=2026-03-23
timestamp,Yi Zhou,Harry Wendelken
2026-03-24T02:23:00Z,39.45,58.20
2026-03-24T02:24:00Z,49.54,51.82
2026-03-24T02:25:00Z,54.43,49.31
2026-03-24T02:26:00Z,55.22,47.59
2026-03-24T02:27:00Z,53.32,46.45
2026-03-24T02:28:00Z,54.25,47.64
2026-03-24T02:29:00Z,52.43,48.51
2026-03-24T02:30:00Z,53.07,48.62
2026-03-24T02:31:00Z,58.57,43.39
2026-03-24T02:32:00Z,55.74,48.53
2026-03-24T02:33:00Z,54.49,49.15
2026-03-24T02:34:00Z,49.91,52.39
2026-03-24T02:35:00Z,49.70,54.32
2026-03-24T02:36:00Z,40.45,64.44
2026-03-24T02:37:00Z,24.80,74.88
2026-03-24T02:38:00Z,20.24,79.25
2026-03-24T02:39:00Z,15.26,85.04
2026-03-24T02:40:00Z,17.37,83.05
2026-03-24T02:41:00Z,16.01,85.21
2026-03-24T02:42:00Z,15.27,85.18
2026-03-24T02:43:00Z,14.71,85.86
2026-03-24T02:44:00Z,12.94,87.01
2026-03-24T02:45:00Z,6.88,90.95
2026-03-24T02:46:00Z,12.14,91.97
2026-03-24T02:47:00Z,7.67,94.31
2026-03-24T02:48:00Z,2.94,98.17
2026-03-24T02:49:00Z,1.20,97.99
2026-03-24T02:50:00Z,1.80,98.00
2026-03-24T02:51:00Z,1.48,97.32
2026-03-24T02:52:00Z,1.63,97.34
2026-03-24T02:53:00Z,1.97,98.67
2026-03-24T02:54:00Z,1.57,98.51
2026-03-24T02:55:00Z,2.00,99.00
2026-03-24T02:56:00Z,2.00,99.00
2026-03-24T02:57:00Z,2.00,99.00
