# event_ticker=KXATPMATCH-25AUG18CORBLA
# final_score=6-4 7-6(5)
# score_resolution=4-6 6-7
# match_winner=Darwin Blanch
# fav_player=Borna Coric
# dog_player=Darwin Blanch
# kalshi_date=2025-08-18
timestamp,Borna Coric,Darwin Blanch
2025-08-18T18:57:00Z,27.00,73.00
2025-08-18T19:01:00Z,27.00,73.00
2025-08-18T19:03:00Z,27.00,75.37
2025-08-18T19:04:00Z,27.00,77.00
2025-08-18T19:05:00Z,26.00,77.00
2025-08-18T19:07:00Z,28.25,77.00
2025-08-18T19:08:00Z,35.00,63.20
2025-08-18T19:09:00Z,37.00,67.00
2025-08-18T19:11:00Z,27.94,76.82
2025-08-18T19:12:00Z,28.39,76.82
2025-08-18T19:13:00Z,28.39,73.86
2025-08-18T19:14:00Z,33.51,73.86
2025-08-18T19:16:00Z,33.51,72.00
2025-08-18T19:17:00Z,33.51,74.78
2025-08-18T19:18:00Z,33.51,75.00
2025-08-18T19:19:00Z,25.99,75.00
2025-08-18T19:20:00Z,25.99,74.00
2025-08-18T19:22:00Z,25.99,73.00
2025-08-18T19:23:00Z,25.99,74.09
2025-08-18T19:24:00Z,32.00,71.99
2025-08-18T19:25:00Z,32.00,74.00
2025-08-18T19:26:00Z,32.00,75.00
2025-08-18T19:27:00Z,32.00,73.00
2025-08-18T19:28:00Z,31.13,71.00
2025-08-18T19:29:00Z,23.00,76.00
2025-08-18T19:30:00Z,23.00,76.71
2025-08-18T19:31:00Z,26.33,76.71
2025-08-18T19:32:00Z,30.00,76.71
2025-08-18T19:33:00Z,31.00,69.00
2025-08-18T19:34:00Z,28.94,75.00
2025-08-18T19:35:00Z,28.94,75.00
2025-08-18T19:36:00Z,28.94,74.87
2025-08-18T19:37:00Z,28.71,74.65
2025-08-18T19:38:00Z,31.81,74.65
2025-08-18T19:39:00Z,32.00,70.00
2025-08-18T19:40:00Z,34.00,67.00
2025-08-18T19:41:00Z,34.76,66.13
2025-08-18T19:42:00Z,28.69,74.09
2025-08-18T19:43:00Z,29.13,73.88
2025-08-18T19:44:00Z,21.45,82.65
2025-08-18T19:45:00Z,27.00,76.61
2025-08-18T19:46:00Z,22.61,81.66
2025-08-18T19:47:00Z,18.67,86.32
2025-08-18T19:48:00Z,26.42,80.14
2025-08-18T19:49:00Z,30.97,81.25
2025-08-18T19:50:00Z,22.79,79.37
2025-08-18T19:51:00Z,19.17,85.91
2025-08-18T19:52:00Z,18.48,90.36
2025-08-18T19:53:00Z,24.68,86.19
2025-08-18T19:54:00Z,25.77,79.08
2025-08-18T19:55:00Z,13.58,89.99
2025-08-18T19:56:00Z,3.05,95.27
2025-08-18T19:57:00Z,1.90,97.64
2025-08-18T19:58:00Z,1.90,99.00
2025-08-18T19:59:00Z,1.90,99.00
2025-08-18T20:00:00Z,1.90,99.00
2025-08-18T20:01:00Z,1.90,99.00
