# event_ticker=KXATPMATCH-25AUG13FRIATM
# final_score=3-6 7-5 6-3
# score_resolution=6-3 5-7 3-6
# match_winner=Terence Atmane
# fav_player=Taylor Fritz
# dog_player=Terence Atmane
# kalshi_date=2025-08-13
timestamp,Taylor Fritz,Terence Atmane
2025-08-13T23:42:00Z,92.00,9.04
2025-08-13T23:43:00Z,92.00,11.00
2025-08-13T23:44:00Z,91.00,11.58
2025-08-13T23:45:00Z,92.00,11.00
2025-08-13T23:46:00Z,91.98,9.06
2025-08-13T23:47:00Z,91.86,11.00
2025-08-13T23:48:00Z,91.55,9.42
2025-08-13T23:49:00Z,92.00,10.44
2025-08-13T23:50:00Z,90.00,11.51
2025-08-13T23:51:00Z,90.00,13.24
2025-08-13T23:52:00Z,88.00,12.83
2025-08-13T23:53:00Z,81.94,18.32
2025-08-13T23:54:00Z,86.92,16.00
2025-08-13T23:55:00Z,75.54,23.66
2025-08-13T23:56:00Z,72.00,28.90
2025-08-13T23:57:00Z,74.00,30.38
2025-08-13T23:58:00Z,70.00,26.00
2025-08-13T23:59:00Z,74.00,27.82
2025-08-14T00:00:00Z,74.00,27.00
2025-08-14T00:01:00Z,75.25,27.00
2025-08-14T00:02:00Z,75.00,25.21
2025-08-14T00:03:00Z,71.45,28.43
2025-08-14T00:04:00Z,69.24,34.33
2025-08-14T00:05:00Z,69.50,33.33
2025-08-14T00:06:00Z,72.03,27.52
2025-08-14T00:07:00Z,74.00,27.52
2025-08-14T00:08:00Z,71.23,35.08
2025-08-14T00:09:00Z,71.99,30.28
2025-08-14T00:10:00Z,66.65,36.90
2025-08-14T00:11:00Z,66.00,37.74
2025-08-14T00:12:00Z,64.00,38.00
2025-08-14T00:13:00Z,64.00,36.89
2025-08-14T00:14:00Z,64.00,35.00
2025-08-14T00:15:00Z,67.64,35.96
2025-08-14T00:16:00Z,71.68,32.35
2025-08-14T00:17:00Z,68.70,33.23
2025-08-14T00:18:00Z,74.57,25.98
2025-08-14T00:19:00Z,75.47,29.00
2025-08-14T00:20:00Z,66.42,34.85
2025-08-14T00:21:00Z,61.01,43.97
2025-08-14T00:22:00Z,58.40,43.77
2025-08-14T00:23:00Z,58.00,47.11
2025-08-14T00:24:00Z,55.80,48.89
2025-08-14T00:25:00Z,47.84,49.96
2025-08-14T00:26:00Z,61.08,41.21
2025-08-14T00:27:00Z,59.28,43.66
2025-08-14T00:28:00Z,46.59,49.82
2025-08-14T00:29:00Z,48.67,52.29
2025-08-14T00:30:00Z,18.97,81.04
2025-08-14T00:31:00Z,15.16,79.82
2025-08-14T00:32:00Z,9.51,89.07
2025-08-14T00:33:00Z,9.75,92.57
2025-08-14T00:34:00Z,8.19,91.16
2025-08-14T00:35:00Z,9.03,86.85
2025-08-14T00:36:00Z,12.36,88.67
2025-08-14T00:37:00Z,10.98,87.11
2025-08-14T00:38:00Z,16.57,85.17
2025-08-14T00:39:00Z,3.00,96.31
2025-08-14T00:40:00Z,2.44,98.84
2025-08-14T00:41:00Z,2.44,99.00
2025-08-14T00:42:00Z,2.44,99.00
2025-08-14T00:43:00Z,2.44,99.00
2025-08-14T00:45:00Z,2.44,99.00
