# event_ticker=KXATPCHALLENGERMATCH-26FEB10KOTVAN
# final_score=6-3 3-0 RET
# match_winner=Luca Van Assche
# fav_player=Pavel Kotov
# dog_player=Luca Van Assche
# kalshi_date=2026-02-10
timestamp,Pavel Kotov,Luca Van Assche
2026-02-10T20:12:00Z,11.36,88.41
2026-02-10T20:13:00Z,14.39,86.86
2026-02-10T20:14:00Z,16.26,85.51
2026-02-10T20:15:00Z,16.37,85.46
2026-02-10T20:16:00Z,18.83,83.40
2026-02-10T20:17:00Z,20.33,84.75
2026-02-10T20:18:00Z,16.23,83.21
2026-02-10T20:19:00Z,14.71,89.12
2026-02-10T20:20:00Z,12.00,89.03
2026-02-10T20:21:00Z,11.91,89.00
2026-02-10T20:22:00Z,10.76,89.65
2026-02-10T20:23:00Z,8.53,92.03
2026-02-10T20:24:00Z,12.10,90.62
2026-02-10T20:25:00Z,11.94,90.11
2026-02-10T20:26:00Z,8.19,93.63
2026-02-10T20:27:00Z,5.89,95.88
2026-02-10T20:28:00Z,6.30,95.05
2026-02-10T20:29:00Z,5.49,93.54
2026-02-10T20:30:00Z,8.96,91.11
2026-02-10T20:31:00Z,4.26,94.56
2026-02-10T20:32:00Z,4.46,96.09
2026-02-10T20:33:00Z,3.79,96.51
2026-02-10T20:34:00Z,2.96,97.87
2026-02-10T20:35:00Z,1.35,98.86
2026-02-10T20:36:00Z,1.00,99.00
2026-02-10T20:37:00Z,1.00,99.00
