# event_ticker=KXATPCHALLENGERMATCH-26FEB23BUTBAL
# final_score=6-0 6-1
# score_resolution=0-6 1-6
# match_winner=Edas Butvilas
# fav_player=Aditya Balsekar
# dog_player=Edas Butvilas
# kalshi_date=2026-02-23
timestamp,Aditya Balsekar,Edas Butvilas
2026-02-24T02:16:00Z,6.00,96.00
2026-02-24T02:20:00Z,6.00,96.00
2026-02-24T02:23:00Z,6.00,96.00
2026-02-24T02:30:00Z,6.00,96.00
2026-02-24T02:34:00Z,6.00,96.00
2026-02-24T02:35:00Z,6.00,96.00
2026-02-24T02:36:00Z,6.00,96.00
2026-02-24T02:37:00Z,6.00,96.00
2026-02-24T02:39:00Z,6.00,96.00
2026-02-24T02:40:00Z,4.00,96.00
2026-02-24T02:41:00Z,9.31,93.65
2026-02-24T02:42:00Z,6.00,93.65
2026-02-24T02:43:00Z,6.26,95.00
2026-02-24T02:44:00Z,6.00,95.00
2026-02-24T02:45:00Z,6.79,95.00
2026-02-24T02:46:00Z,6.79,96.00
2026-02-24T02:47:00Z,6.68,95.00
2026-02-24T02:48:00Z,8.23,95.00
2026-02-24T02:49:00Z,8.00,95.00
2026-02-24T02:50:00Z,8.00,95.00
2026-02-24T02:51:00Z,8.50,93.72
2026-02-24T02:52:00Z,7.00,93.72
2026-02-24T02:53:00Z,6.26,93.72
2026-02-24T02:54:00Z,6.26,93.25
2026-02-24T02:55:00Z,7.93,93.25
2026-02-24T02:56:00Z,8.92,93.25
2026-02-24T02:58:00Z,8.46,93.25
2026-02-24T02:59:00Z,9.09,93.25
2026-02-24T03:00:00Z,9.89,93.25
2026-02-24T03:01:00Z,8.00,93.25
2026-02-24T03:02:00Z,10.15,93.25
2026-02-24T03:03:00Z,10.15,93.00
2026-02-24T03:04:00Z,10.15,91.00
2026-02-24T03:05:00Z,10.15,93.00
2026-02-24T03:09:00Z,10.07,92.00
2026-02-24T03:10:00Z,10.13,92.00
2026-02-24T03:11:00Z,11.00,91.00
2026-02-24T03:13:00Z,11.00,92.00
2026-02-24T03:14:00Z,11.24,91.79
2026-02-24T03:15:00Z,10.00,92.00
2026-02-24T03:16:00Z,11.00,92.00
2026-02-24T03:17:00Z,11.00,92.00
2026-02-24T03:18:00Z,6.72,92.00
2026-02-24T03:20:00Z,6.00,94.00
2026-02-24T03:21:00Z,7.00,94.00
2026-02-24T03:22:00Z,9.02,93.66
2026-02-24T03:23:00Z,7.00,94.00
2026-02-24T03:24:00Z,7.00,94.00
2026-02-24T03:25:00Z,8.10,94.00
2026-02-24T03:26:00Z,8.00,94.00
2026-02-24T03:28:00Z,8.00,94.00
2026-02-24T03:29:00Z,8.00,94.00
2026-02-24T03:30:00Z,8.00,94.00
2026-02-24T03:31:00Z,7.99,94.00
2026-02-24T03:32:00Z,8.59,93.00
2026-02-24T03:33:00Z,8.00,93.00
2026-02-24T03:35:00Z,8.00,93.00
2026-02-24T03:36:00Z,8.00,93.00
2026-02-24T03:37:00Z,8.00,93.00
2026-02-24T03:38:00Z,8.00,93.00
2026-02-24T03:39:00Z,8.00,93.00
2026-02-24T03:40:00Z,8.29,93.00
2026-02-24T03:41:00Z,9.00,93.00
2026-02-24T03:42:00Z,9.71,93.00
2026-02-24T03:44:00Z,8.65,93.00
2026-02-24T03:45:00Z,10.69,93.00
2026-02-24T03:47:00Z,10.00,92.00
2026-02-24T03:48:00Z,9.91,92.00
2026-02-24T03:49:00Z,10.00,92.00
2026-02-24T03:50:00Z,8.67,92.00
2026-02-24T03:51:00Z,10.00,92.00
2026-02-24T03:52:00Z,10.00,92.00
2026-02-24T03:53:00Z,10.00,92.16
2026-02-24T03:54:00Z,7.63,93.00
2026-02-24T03:55:00Z,9.00,93.00
2026-02-24T03:56:00Z,9.24,92.02
2026-02-24T03:57:00Z,8.00,93.00
2026-02-24T03:58:00Z,9.91,92.00
2026-02-24T03:59:00Z,9.87,92.00
2026-02-24T04:00:00Z,10.00,92.00
2026-02-24T04:01:00Z,8.00,92.00
2026-02-24T04:02:00Z,10.00,92.00
2026-02-24T04:04:00Z,10.00,93.00
2026-02-24T04:05:00Z,10.00,92.00
2026-02-24T04:06:00Z,10.00,92.00
2026-02-24T04:07:00Z,10.00,92.00
2026-02-24T04:08:00Z,10.00,92.00
2026-02-24T04:09:00Z,11.00,92.00
2026-02-24T04:10:00Z,11.00,92.00
2026-02-24T04:11:00Z,11.54,92.00
2026-02-24T04:12:00Z,11.54,93.00
2026-02-24T04:13:00Z,11.33,91.00
2026-02-24T04:14:00Z,12.00,91.00
2026-02-24T04:16:00Z,13.01,91.00
2026-02-24T04:17:00Z,13.07,90.30
2026-02-24T04:18:00Z,10.80,90.94
2026-02-24T04:19:00Z,13.49,92.17
2026-02-24T04:20:00Z,10.50,91.00
2026-02-24T04:21:00Z,11.00,91.55
2026-02-24T04:22:00Z,11.00,91.00
2026-02-24T04:23:00Z,11.00,91.00
2026-02-24T04:24:00Z,9.22,92.65
2026-02-24T04:25:00Z,10.00,92.65
2026-02-24T04:26:00Z,9.00,92.65
2026-02-24T04:27:00Z,9.00,92.65
2026-02-24T04:28:00Z,9.00,92.65
2026-02-24T04:30:00Z,7.07,92.65
2026-02-24T04:31:00Z,8.29,92.65
2026-02-24T04:32:00Z,7.29,93.00
2026-02-24T04:33:00Z,9.29,93.00
2026-02-24T04:34:00Z,11.00,91.00
2026-02-24T04:35:00Z,8.90,91.00
2026-02-24T04:36:00Z,10.79,91.00
2026-02-24T04:37:00Z,10.95,91.00
2026-02-24T04:38:00Z,9.18,91.15
2026-02-24T04:39:00Z,11.34,91.00
2026-02-24T04:40:00Z,8.86,91.03
2026-02-24T04:41:00Z,12.11,90.79
2026-02-24T04:42:00Z,9.74,92.61
2026-02-24T04:43:00Z,7.16,94.73
2026-02-24T04:44:00Z,5.04,95.00
2026-02-24T04:45:00Z,7.22,94.07
2026-02-24T04:46:00Z,8.10,94.60
2026-02-24T04:47:00Z,9.03,94.00
2026-02-24T04:48:00Z,9.41,93.09
2026-02-24T04:49:00Z,6.95,95.12
2026-02-24T04:50:00Z,7.36,93.91
2026-02-24T04:51:00Z,11.79,91.13
2026-02-24T04:52:00Z,4.23,96.80
2026-02-24T04:53:00Z,3.89,97.00
2026-02-24T04:54:00Z,4.15,97.69
2026-02-24T04:55:00Z,2.83,98.00
2026-02-24T04:56:00Z,2.94,97.80
2026-02-24T04:57:00Z,3.00,98.00
2026-02-24T04:58:00Z,3.00,97.75
2026-02-24T04:59:00Z,2.30,99.00
2026-02-24T05:00:00Z,2.88,98.00
2026-02-24T05:01:00Z,2.82,99.00
2026-02-24T05:02:00Z,2.99,98.50
2026-02-24T05:03:00Z,2.70,98.99
2026-02-24T05:04:00Z,2.79,98.51
2026-02-24T05:05:00Z,2.92,98.00
2026-02-24T05:06:00Z,3.00,99.00
2026-02-24T05:07:00Z,1.41,98.99
2026-02-24T05:08:00Z,1.50,99.00
2026-02-24T05:09:00Z,1.65,99.00
2026-02-24T05:10:00Z,1.23,99.00
2026-02-24T05:11:00Z,1.46,99.00
2026-02-24T05:12:00Z,1.17,99.00
2026-02-24T05:13:00Z,1.66,99.00
2026-02-24T05:14:00Z,1.91,99.00
2026-02-24T05:15:00Z,1.27,99.00
2026-02-24T05:16:00Z,1.00,99.00
2026-02-24T05:17:00Z,1.00,99.00
2026-02-24T05:18:00Z,1.00,99.00
2026-02-24T05:19:00Z,1.00,99.00
2026-02-24T05:20:00Z,1.00,99.00
2026-02-24T05:21:00Z,1.00,99.00
2026-02-24T05:22:00Z,1.00,99.00
2026-02-24T05:23:00Z,1.00,99.00
2026-02-24T05:24:00Z,1.00,99.00
2026-02-24T05:25:00Z,1.00,99.00
2026-02-24T05:26:00Z,1.00,99.00
2026-02-24T05:28:00Z,1.00,99.00
2026-02-24T05:29:00Z,1.00,99.00
2026-02-24T05:30:00Z,1.00,99.00
2026-02-24T05:33:00Z,1.00,99.00
2026-02-24T05:38:00Z,1.00,99.00
