# event_ticker=KXATPCHALLENGERMATCH-26JUN02BAEGUE
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Sebastian Baez
# fav_player=Sascha Gueymard Wayenburg
# dog_player=Sebastian Baez
# kalshi_date=2026-06-02
timestamp,Sebastian Baez,Sascha Gueymard Wayenburg
2026-06-02T09:32:00Z,90.65,8.03
2026-06-02T09:33:00Z,92.66,9.54
2026-06-02T09:34:00Z,92.50,8.00
2026-06-02T09:35:00Z,92.50,9.86
2026-06-02T09:36:00Z,92.50,10.14
2026-06-02T09:37:00Z,90.00,10.00
2026-06-02T09:38:00Z,90.00,9.31
2026-06-02T09:39:00Z,91.00,11.00
2026-06-02T09:40:00Z,90.48,11.00
2026-06-02T09:41:00Z,90.41,11.27
2026-06-02T09:42:00Z,90.41,8.48
2026-06-02T09:43:00Z,93.00,8.00
2026-06-02T09:44:00Z,93.00,6.74
2026-06-02T09:45:00Z,95.95,4.00
2026-06-02T09:46:00Z,97.00,3.09
2026-06-02T09:47:00Z,97.00,4.01
2026-06-02T09:48:00Z,94.93,4.32
2026-06-02T09:49:00Z,98.00,3.18
2026-06-02T09:50:00Z,98.00,2.39
2026-06-02T09:51:00Z,98.00,2.98
2026-06-02T09:52:00Z,98.00,2.21
2026-06-02T09:53:00Z,97.00,4.00
2026-06-02T09:54:00Z,97.02,4.00
2026-06-02T09:55:00Z,97.16,3.36
2026-06-02T09:56:00Z,98.56,2.00
2026-06-02T09:57:00Z,99.00,2.42
2026-06-02T09:58:00Z,97.93,1.99
2026-06-02T09:59:00Z,99.00,2.00
2026-06-02T10:00:00Z,99.00,2.97
2026-06-02T10:01:00Z,99.00,1.08
2026-06-02T10:03:00Z,99.00,1.08
2026-06-02T10:08:00Z,99.00,1.08
