# event_ticker=KXATPMATCH-26MAY06FUCPRI
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Dino Prizmic
# fav_player=Marton Fucsovics
# dog_player=Dino Prizmic
# kalshi_date=2026-05-06
timestamp,Marton Fucsovics,Dino Prizmic
2026-05-07T10:15:00Z,12.00,87.00
2026-05-07T10:16:00Z,13.94,88.00
2026-05-07T10:17:00Z,13.43,88.00
2026-05-07T10:18:00Z,13.68,87.00
2026-05-07T10:20:00Z,12.96,87.00
2026-05-07T10:21:00Z,12.96,88.00
2026-05-07T10:22:00Z,12.00,88.00
2026-05-07T10:23:00Z,14.00,88.00
2026-05-07T10:24:00Z,13.00,86.00
2026-05-07T10:25:00Z,13.54,88.00
2026-05-07T10:27:00Z,13.00,86.00
2026-05-07T10:28:00Z,13.02,86.00
2026-05-07T10:29:00Z,13.70,88.00
2026-05-07T10:30:00Z,13.33,88.00
2026-05-07T10:31:00Z,13.00,88.00
2026-05-07T10:32:00Z,13.00,88.00
2026-05-07T10:33:00Z,13.27,86.10
2026-05-07T10:34:00Z,13.88,86.00
2026-05-07T10:35:00Z,13.95,88.00
2026-05-07T10:36:00Z,14.00,88.00
2026-05-07T10:37:00Z,13.00,88.00
2026-05-07T10:38:00Z,14.00,88.00
2026-05-07T10:39:00Z,14.00,88.00
2026-05-07T10:40:00Z,14.00,87.67
2026-05-07T10:41:00Z,14.00,87.46
2026-05-07T10:42:00Z,14.00,88.00
2026-05-07T10:43:00Z,14.00,86.75
2026-05-07T10:45:00Z,12.60,86.75
2026-05-07T10:46:00Z,12.00,86.75
2026-05-07T10:47:00Z,12.00,86.75
2026-05-07T10:49:00Z,14.00,86.75
2026-05-07T10:50:00Z,12.45,87.73
2026-05-07T10:51:00Z,12.90,87.53
2026-05-07T10:52:00Z,10.19,89.82
2026-05-07T10:53:00Z,9.99,90.01
2026-05-07T10:54:00Z,9.98,90.79
2026-05-07T10:55:00Z,12.65,89.94
2026-05-07T10:56:00Z,10.90,91.00
2026-05-07T10:57:00Z,8.85,91.80
2026-05-07T10:58:00Z,10.52,89.99
2026-05-07T10:59:00Z,13.33,88.98
2026-05-07T11:00:00Z,12.00,90.00
2026-05-07T11:01:00Z,9.81,91.00
2026-05-07T11:02:00Z,8.94,92.00
2026-05-07T11:03:00Z,8.45,92.00
2026-05-07T11:04:00Z,8.90,92.19
2026-05-07T11:05:00Z,6.42,93.34
2026-05-07T11:06:00Z,6.34,93.49
2026-05-07T11:07:00Z,10.87,92.79
2026-05-07T11:08:00Z,11.99,89.04
2026-05-07T11:09:00Z,10.03,90.31
2026-05-07T11:10:00Z,13.25,88.11
2026-05-07T11:11:00Z,13.00,89.25
2026-05-07T11:12:00Z,11.29,90.00
2026-05-07T11:13:00Z,11.00,90.00
2026-05-07T11:14:00Z,10.00,90.00
2026-05-07T11:15:00Z,12.56,88.71
2026-05-07T11:16:00Z,12.33,89.73
2026-05-07T11:17:00Z,13.66,86.99
2026-05-07T11:18:00Z,14.54,87.00
2026-05-07T11:19:00Z,13.93,87.90
2026-05-07T11:20:00Z,14.16,86.14
2026-05-07T11:21:00Z,17.47,84.99
2026-05-07T11:22:00Z,19.86,82.13
2026-05-07T11:23:00Z,14.15,86.00
2026-05-07T11:24:00Z,14.67,85.95
2026-05-07T11:25:00Z,17.26,86.40
2026-05-07T11:26:00Z,15.09,84.67
2026-05-07T11:27:00Z,15.41,82.07
2026-05-07T11:28:00Z,12.97,88.98
2026-05-07T11:29:00Z,12.56,88.82
2026-05-07T11:30:00Z,11.86,89.15
2026-05-07T11:31:00Z,8.95,91.32
2026-05-07T11:32:00Z,6.67,93.21
2026-05-07T11:33:00Z,7.88,92.04
2026-05-07T11:34:00Z,5.65,94.82
2026-05-07T11:35:00Z,7.69,93.35
2026-05-07T11:36:00Z,10.15,90.03
2026-05-07T11:37:00Z,9.43,91.78
2026-05-07T11:38:00Z,5.37,97.45
2026-05-07T11:39:00Z,2.99,97.37
2026-05-07T11:40:00Z,2.44,97.35
2026-05-07T11:41:00Z,1.05,98.99
2026-05-07T11:42:00Z,1.00,99.00
2026-05-07T11:43:00Z,1.00,99.00
2026-05-07T11:44:00Z,1.00,99.00
2026-05-07T11:45:00Z,1.00,99.00
2026-05-07T11:46:00Z,1.00,99.00
2026-05-07T11:47:00Z,1.00,99.00
