# event_ticker=KXATPCHALLENGERMATCH-26APR02ELLJON
# final_score=6-4 1-6 6-2
# match_winner=Blake Ellis
# fav_player=Blake Ellis
# dog_player=Maximus Jones
# kalshi_date=2026-04-02
timestamp,Blake Ellis,Maximus Jones
2026-04-02T06:10:00Z,43.67,59.98
2026-04-02T06:11:00Z,43.67,59.99
2026-04-02T06:12:00Z,43.89,59.21
2026-04-02T06:13:00Z,43.68,59.21
2026-04-02T06:15:00Z,40.12,59.21
2026-04-02T06:17:00Z,43.98,59.21
2026-04-02T06:18:00Z,43.59,59.20
2026-04-02T06:19:00Z,43.51,58.92
2026-04-02T06:20:00Z,43.51,58.97
2026-04-02T06:21:00Z,43.95,58.97
2026-04-02T06:22:00Z,43.95,58.00
2026-04-02T06:23:00Z,43.95,58.96
2026-04-02T06:24:00Z,43.95,58.00
2026-04-02T06:25:00Z,42.06,58.00
2026-04-02T06:27:00Z,42.06,58.94
2026-04-02T06:28:00Z,42.06,58.71
2026-04-02T06:29:00Z,40.00,59.00
2026-04-02T06:30:00Z,43.00,59.00
2026-04-02T06:33:00Z,42.82,59.00
2026-04-02T06:35:00Z,42.82,59.00
2026-04-02T06:36:00Z,42.82,59.00
2026-04-02T06:37:00Z,42.64,57.06
2026-04-02T06:41:00Z,42.64,58.00
2026-04-02T06:42:00Z,43.00,58.00
2026-04-02T06:43:00Z,43.00,58.83
2026-04-02T06:44:00Z,42.89,58.83
2026-04-02T06:45:00Z,42.89,58.93
2026-04-02T06:46:00Z,42.89,59.00
2026-04-02T06:47:00Z,42.89,58.84
2026-04-02T06:48:00Z,42.95,59.00
2026-04-02T06:49:00Z,42.95,59.00
2026-04-02T06:50:00Z,42.74,59.00
2026-04-02T06:51:00Z,43.00,59.00
2026-04-02T06:52:00Z,43.70,59.00
2026-04-02T06:53:00Z,43.77,59.00
2026-04-02T06:54:00Z,43.00,59.00
2026-04-02T06:55:00Z,43.54,58.60
2026-04-02T06:56:00Z,42.25,59.00
2026-04-02T06:57:00Z,43.01,58.99
2026-04-02T06:58:00Z,48.58,57.44
2026-04-02T06:59:00Z,53.36,46.95
2026-04-02T07:00:00Z,48.93,54.25
2026-04-02T09:01:00Z,74.74,5.53
2026-04-02T09:02:00Z,97.36,5.35
2026-04-02T09:03:00Z,99.00,5.35
