# event_ticker=KXATPCHALLENGERMATCH-26APR20SQUSAK
# final_score=7-6(3) 4-6 6-4
# score_resolution=6-7 6-4 4-6
# match_winner=Stefanos Sakellaridis
# fav_player=Henri Squire
# dog_player=Stefanos Sakellaridis
# kalshi_date=2026-04-20
timestamp,Henri Squire,Stefanos Sakellaridis
2026-04-20T13:51:00Z,41.24,63.23
2026-04-20T13:52:00Z,43.32,55.46
2026-04-20T13:53:00Z,37.80,64.63
2026-04-20T13:54:00Z,33.18,70.20
2026-04-20T13:55:00Z,24.23,74.08
2026-04-20T13:56:00Z,24.40,75.94
2026-04-20T13:57:00Z,24.90,75.76
2026-04-20T13:58:00Z,25.00,75.71
2026-04-20T13:59:00Z,25.16,75.97
2026-04-20T14:00:00Z,30.36,67.23
2026-04-20T14:01:00Z,28.66,74.37
2026-04-20T14:02:00Z,33.26,65.54
2026-04-20T14:03:00Z,39.73,60.35
2026-04-20T14:04:00Z,39.13,61.49
2026-04-20T14:05:00Z,41.56,58.53
2026-04-20T14:06:00Z,43.33,56.56
2026-04-20T14:07:00Z,45.42,56.63
2026-04-20T14:08:00Z,45.23,55.16
2026-04-20T14:09:00Z,44.85,56.40
2026-04-20T14:10:00Z,41.00,58.80
2026-04-20T14:11:00Z,42.80,58.41
2026-04-20T14:12:00Z,43.84,58.00
2026-04-20T14:13:00Z,44.51,54.91
2026-04-20T14:14:00Z,44.16,54.03
2026-04-20T14:15:00Z,44.93,54.29
2026-04-20T14:16:00Z,43.05,56.62
2026-04-20T14:17:00Z,43.99,57.00
2026-04-20T14:18:00Z,40.64,58.31
2026-04-20T14:19:00Z,39.44,62.01
2026-04-20T14:20:00Z,44.25,54.87
2026-04-20T14:21:00Z,43.00,57.44
2026-04-20T14:22:00Z,42.00,58.91
2026-04-20T14:23:00Z,42.00,58.10
2026-04-20T14:24:00Z,43.40,58.80
2026-04-20T14:25:00Z,34.11,68.60
2026-04-20T14:26:00Z,26.01,73.50
2026-04-20T14:27:00Z,20.70,80.48
2026-04-20T14:28:00Z,21.92,75.45
2026-04-20T14:29:00Z,32.45,65.91
2026-04-20T14:30:00Z,41.98,57.92
2026-04-20T14:31:00Z,43.74,56.95
2026-04-20T14:32:00Z,45.59,54.65
2026-04-20T14:33:00Z,47.47,53.67
2026-04-20T14:34:00Z,47.36,53.36
2026-04-20T14:35:00Z,47.78,53.00
2026-04-20T14:36:00Z,48.49,52.76
2026-04-20T14:37:00Z,51.65,49.72
2026-04-20T14:38:00Z,49.48,54.67
2026-04-20T14:39:00Z,41.41,59.65
2026-04-20T14:40:00Z,40.81,60.96
2026-04-20T14:41:00Z,27.00,76.33
2026-04-20T14:42:00Z,21.28,78.90
2026-04-20T14:43:00Z,24.25,70.93
2026-04-20T14:44:00Z,34.40,68.07
2026-04-20T14:45:00Z,30.53,66.39
2026-04-20T14:46:00Z,41.74,58.31
2026-04-20T14:47:00Z,45.39,55.12
2026-04-20T14:48:00Z,47.93,54.73
2026-04-20T14:49:00Z,60.20,39.58
2026-04-20T14:50:00Z,65.02,35.45
2026-04-20T14:51:00Z,73.32,26.69
2026-04-20T14:52:00Z,75.66,24.04
2026-04-20T14:53:00Z,75.44,26.00
2026-04-20T14:54:00Z,80.79,19.66
2026-04-20T14:55:00Z,82.77,18.24
2026-04-20T14:56:00Z,81.81,20.22
2026-04-20T14:57:00Z,78.96,21.28
2026-04-20T14:58:00Z,83.59,18.17
2026-04-20T14:59:00Z,81.98,19.98
2026-04-20T15:00:00Z,81.45,19.87
2026-04-20T15:01:00Z,83.54,17.58
2026-04-20T15:02:00Z,80.86,18.95
2026-04-20T15:03:00Z,81.56,18.47
2026-04-20T15:04:00Z,84.12,17.84
2026-04-20T15:05:00Z,79.80,20.36
2026-04-20T15:06:00Z,79.07,21.49
2026-04-20T15:07:00Z,75.92,29.27
2026-04-20T15:08:00Z,79.70,23.01
2026-04-20T15:09:00Z,85.42,14.70
2026-04-20T15:10:00Z,86.00,14.53
2026-04-20T15:11:00Z,85.17,15.30
2026-04-20T15:12:00Z,85.05,15.54
2026-04-20T15:13:00Z,82.66,17.11
2026-04-20T15:14:00Z,85.20,16.78
2026-04-20T15:15:00Z,88.17,11.51
2026-04-20T15:16:00Z,85.06,16.17
2026-04-20T15:17:00Z,80.97,17.34
2026-04-20T15:18:00Z,70.53,29.81
2026-04-20T15:19:00Z,85.19,14.57
2026-04-20T15:20:00Z,81.37,23.25
2026-04-20T15:21:00Z,53.31,49.65
2026-04-20T15:22:00Z,39.46,59.73
2026-04-20T15:23:00Z,36.57,60.03
2026-04-20T15:24:00Z,37.31,62.29
2026-04-20T15:25:00Z,46.02,53.51
2026-04-20T15:26:00Z,50.80,45.06
2026-04-20T15:27:00Z,36.39,63.76
2026-04-20T15:28:00Z,34.58,66.17
2026-04-20T15:29:00Z,22.58,76.35
2026-04-20T15:30:00Z,16.04,82.90
2026-04-20T15:31:00Z,6.65,96.82
2026-04-20T15:32:00Z,6.65,99.00
2026-04-20T15:33:00Z,6.65,99.00
