# event_ticker=KXATPMATCH-25AUG10POPLAN
# final_score=7-6(3) 6-3
# score_resolution=7-6 6-3
# match_winner=Alexei Popyrin
# fav_player=Alexei Popyrin
# dog_player=Martin Landaluce
# kalshi_date=2025-08-10
timestamp,Alexei Popyrin,Martin Landaluce
2025-08-10T18:49:00Z,70.00,29.15
2025-08-10T18:50:00Z,68.00,29.15
2025-08-10T18:52:00Z,71.79,29.15
2025-08-10T18:53:00Z,72.38,30.00
2025-08-10T18:55:00Z,72.38,32.00
2025-08-10T18:56:00Z,72.38,34.00
2025-08-10T18:58:00Z,65.78,34.00
2025-08-10T18:59:00Z,67.00,34.00
2025-08-10T19:00:00Z,69.13,39.00
2025-08-10T19:01:00Z,70.00,39.00
2025-08-10T19:03:00Z,70.00,30.00
2025-08-10T19:04:00Z,67.31,33.02
2025-08-10T19:05:00Z,74.77,26.00
2025-08-10T19:07:00Z,75.85,26.00
2025-08-10T19:09:00Z,68.49,35.00
2025-08-10T19:11:00Z,68.49,38.10
2025-08-10T19:12:00Z,69.84,38.10
2025-08-10T19:13:00Z,69.84,31.00
2025-08-10T19:14:00Z,69.84,33.00
2025-08-10T19:15:00Z,65.00,33.00
2025-08-10T19:16:00Z,65.00,35.00
2025-08-10T19:18:00Z,71.00,35.00
2025-08-10T19:19:00Z,67.83,35.00
2025-08-10T19:23:00Z,67.83,30.00
2025-08-10T19:26:00Z,69.00,30.00
2025-08-10T19:30:00Z,66.00,37.00
2025-08-10T19:32:00Z,66.00,40.31
2025-08-10T19:34:00Z,66.64,40.31
2025-08-10T19:35:00Z,53.00,43.00
2025-08-10T19:37:00Z,52.29,43.00
2025-08-10T19:40:00Z,52.29,46.15
2025-08-10T19:41:00Z,57.00,46.15
2025-08-10T19:42:00Z,65.00,36.00
2025-08-10T19:43:00Z,65.00,39.00
2025-08-10T19:44:00Z,63.05,39.00
2025-08-10T19:45:00Z,78.44,39.00
2025-08-10T19:46:00Z,84.00,39.00
2025-08-10T19:47:00Z,86.00,15.97
2025-08-10T19:49:00Z,85.00,15.00
2025-08-10T19:50:00Z,85.00,14.14
2025-08-10T19:52:00Z,84.00,15.00
2025-08-10T19:55:00Z,84.39,15.00
2025-08-10T19:56:00Z,84.00,15.00
2025-08-10T19:57:00Z,86.42,13.00
2025-08-10T19:59:00Z,77.00,13.00
2025-08-10T20:01:00Z,77.00,26.00
2025-08-10T20:08:00Z,77.00,17.51
2025-08-10T20:09:00Z,85.00,16.21
2025-08-10T20:10:00Z,83.98,16.67
2025-08-10T20:11:00Z,87.20,15.81
2025-08-10T20:13:00Z,95.00,15.81
2025-08-10T20:14:00Z,96.80,2.60
2025-08-10T20:15:00Z,97.32,2.60
2025-08-10T20:16:00Z,97.00,6.00
2025-08-10T20:17:00Z,97.00,5.96
2025-08-10T20:18:00Z,94.68,5.00
2025-08-10T20:19:00Z,98.00,5.00
2025-08-10T20:20:00Z,98.00,4.00
2025-08-10T20:21:00Z,98.00,4.00
2025-08-10T20:23:00Z,97.00,4.00
2025-08-10T20:24:00Z,97.00,2.00
2025-08-10T20:25:00Z,98.27,2.00
2025-08-10T20:26:00Z,99.00,2.00
2025-08-10T20:27:00Z,99.00,2.00
2025-08-10T20:29:00Z,98.00,2.00
2025-08-10T20:31:00Z,96.00,2.00
2025-08-10T20:32:00Z,96.00,4.06
2025-08-10T20:34:00Z,99.00,4.06
2025-08-10T20:35:00Z,98.77,4.06
2025-08-10T20:37:00Z,98.77,2.00
2025-08-10T20:38:00Z,98.77,3.00
2025-08-10T20:40:00Z,98.77,7.02
2025-08-10T20:41:00Z,94.55,7.02
2025-08-10T20:42:00Z,95.84,5.07
2025-08-10T20:43:00Z,94.00,13.11
2025-08-10T20:44:00Z,99.00,5.00
2025-08-10T20:46:00Z,99.00,5.00
2025-08-10T20:48:00Z,99.00,5.00
2025-08-10T20:49:00Z,99.00,5.00
2025-08-10T20:50:00Z,99.00,5.00
