# event_ticker=KXATPCHALLENGERMATCH-26FEB25CADDUT
# final_score=4-6 6-1 7-5
# score_resolution=6-4 1-6 5-7
# match_winner=Gianluca Cadenasso
# fav_player=Daniel Dutra Da Silva
# dog_player=Gianluca Cadenasso
# kalshi_date=2026-02-25
timestamp,Daniel Dutra Da Silva,Gianluca Cadenasso
2026-02-25T14:48:00Z,33.95,63.88
2026-02-25T14:49:00Z,34.99,63.52
2026-02-25T14:50:00Z,37.34,60.42
2026-02-25T14:51:00Z,39.86,63.77
2026-02-25T14:52:00Z,33.33,66.93
2026-02-25T14:53:00Z,31.39,67.31
2026-02-25T14:54:00Z,29.71,70.26
2026-02-25T14:55:00Z,30.22,70.36
2026-02-25T14:56:00Z,30.26,69.82
2026-02-25T14:57:00Z,29.53,69.44
2026-02-25T14:58:00Z,36.28,63.58
2026-02-25T14:59:00Z,34.59,63.22
2026-02-25T15:00:00Z,22.38,77.37
2026-02-25T15:01:00Z,15.78,84.18
2026-02-25T15:02:00Z,10.09,88.79
2026-02-25T15:03:00Z,9.47,90.16
2026-02-25T15:04:00Z,6.36,94.59
2026-02-25T15:05:00Z,6.44,94.21
2026-02-25T15:06:00Z,5.08,94.34
2026-02-25T15:07:00Z,7.41,91.51
2026-02-25T15:08:00Z,12.26,91.07
2026-02-25T15:09:00Z,11.08,86.83
2026-02-25T15:10:00Z,12.61,89.77
2026-02-25T15:11:00Z,12.38,89.21
2026-02-25T15:12:00Z,13.57,85.77
2026-02-25T15:13:00Z,15.42,84.66
2026-02-25T15:14:00Z,14.01,87.31
2026-02-25T15:15:00Z,10.47,91.20
2026-02-25T15:16:00Z,11.15,88.13
2026-02-25T15:17:00Z,11.06,86.98
2026-02-25T15:18:00Z,11.45,89.73
2026-02-25T15:19:00Z,14.18,88.58
2026-02-25T15:20:00Z,15.52,87.08
2026-02-25T15:21:00Z,15.56,84.87
2026-02-25T15:22:00Z,19.97,82.95
2026-02-25T15:23:00Z,24.39,73.57
2026-02-25T15:24:00Z,19.06,77.88
2026-02-25T15:25:00Z,20.82,81.78
2026-02-25T15:26:00Z,39.81,62.67
2026-02-25T15:27:00Z,48.84,51.66
2026-02-25T15:28:00Z,47.93,56.82
2026-02-25T15:29:00Z,26.50,73.04
2026-02-25T15:30:00Z,32.29,68.19
2026-02-25T15:31:00Z,44.33,55.47
2026-02-25T15:32:00Z,50.27,49.46
2026-02-25T15:33:00Z,50.04,50.01
2026-02-25T15:34:00Z,38.76,60.13
2026-02-25T15:35:00Z,37.37,62.85
2026-02-25T15:36:00Z,26.77,68.43
2026-02-25T15:37:00Z,14.55,88.03
2026-02-25T15:38:00Z,9.51,91.16
2026-02-25T15:39:00Z,9.72,88.33
2026-02-25T15:40:00Z,23.70,79.85
2026-02-25T15:41:00Z,25.45,73.13
2026-02-25T15:42:00Z,36.27,69.28
2026-02-25T15:43:00Z,39.35,63.04
2026-02-25T15:44:00Z,22.33,75.15
2026-02-25T15:45:00Z,28.58,72.86
2026-02-25T15:46:00Z,19.43,78.10
2026-02-25T15:47:00Z,12.61,87.89
2026-02-25T15:48:00Z,14.88,85.84
2026-02-25T15:49:00Z,22.94,83.60
2026-02-25T15:50:00Z,15.29,83.65
2026-02-25T15:51:00Z,22.05,80.29
2026-02-25T15:52:00Z,7.68,93.05
2026-02-25T15:53:00Z,7.68,99.00
2026-02-25T15:54:00Z,7.68,99.00
2026-02-25T15:55:00Z,7.68,99.00
2026-02-25T15:56:00Z,7.68,99.00
2026-02-25T15:57:00Z,7.68,99.00
2026-02-25T15:58:00Z,1.00,99.00
2026-02-25T15:59:00Z,1.00,99.00
2026-02-25T16:00:00Z,1.00,99.00
2026-02-25T16:01:00Z,1.00,99.00
2026-02-25T16:02:00Z,1.00,99.00
