# event_ticker=KXATPCHALLENGERMATCH-26MAR02ENGZEP
# final_score=4-6 7-5 6-1
# match_winner=Giulio Zeppieri
# fav_player=Giulio Zeppieri
# dog_player=Justin Engel
# kalshi_date=2026-03-02
timestamp,Giulio Zeppieri,Justin Engel
2026-03-02T18:18:00Z,24.31,74.12
2026-03-02T18:19:00Z,23.92,75.11
2026-03-02T18:20:00Z,24.64,74.38
2026-03-02T18:21:00Z,31.85,68.90
2026-03-02T18:22:00Z,31.97,67.29
2026-03-02T18:23:00Z,32.68,67.60
2026-03-02T18:24:00Z,27.48,72.94
2026-03-02T18:25:00Z,29.22,72.91
2026-03-02T18:26:00Z,29.45,70.19
2026-03-02T18:27:00Z,30.01,68.00
2026-03-02T18:28:00Z,31.15,67.08
2026-03-02T18:29:00Z,30.13,69.67
2026-03-02T18:30:00Z,30.44,70.77
2026-03-02T18:31:00Z,29.49,72.95
2026-03-02T18:32:00Z,24.55,73.92
2026-03-02T18:33:00Z,28.76,71.01
2026-03-02T18:34:00Z,30.39,69.00
2026-03-02T18:35:00Z,31.54,70.14
2026-03-02T18:36:00Z,26.35,72.32
2026-03-02T18:37:00Z,25.19,73.26
2026-03-02T18:38:00Z,24.18,74.96
2026-03-02T18:39:00Z,28.94,70.55
2026-03-02T18:40:00Z,29.91,70.96
2026-03-02T18:41:00Z,29.91,72.37
2026-03-02T18:42:00Z,26.42,75.51
2026-03-02T18:43:00Z,24.34,75.00
2026-03-02T18:44:00Z,26.44,76.11
2026-03-02T18:45:00Z,29.42,71.30
2026-03-02T18:46:00Z,27.50,73.24
2026-03-02T18:47:00Z,31.12,67.02
2026-03-02T18:48:00Z,48.41,52.56
2026-03-02T18:49:00Z,57.65,42.98
2026-03-02T18:50:00Z,57.07,43.52
2026-03-02T18:51:00Z,59.84,38.67
2026-03-02T18:52:00Z,64.61,35.96
2026-03-02T18:53:00Z,68.99,33.46
2026-03-02T18:54:00Z,69.92,31.68
2026-03-02T18:55:00Z,74.41,25.60
2026-03-02T18:56:00Z,62.78,36.94
2026-03-02T18:57:00Z,83.29,19.66
2026-03-02T18:58:00Z,87.67,12.10
2026-03-02T18:59:00Z,90.31,8.65
2026-03-02T19:00:00Z,91.57,8.00
2026-03-02T19:01:00Z,91.24,7.82
2026-03-02T19:02:00Z,90.65,9.06
2026-03-02T19:03:00Z,93.05,7.30
2026-03-02T19:04:00Z,96.97,3.02
2026-03-02T19:05:00Z,98.70,1.80
2026-03-02T19:06:00Z,98.31,1.72
2026-03-02T19:07:00Z,97.88,2.50
2026-03-02T19:08:00Z,96.49,2.78
2026-03-02T19:09:00Z,98.93,2.78
2026-03-02T19:10:00Z,99.00,2.78
2026-03-02T19:11:00Z,99.00,1.00
2026-03-02T19:12:00Z,99.00,1.00
