# event_ticker=KXATPCHALLENGERMATCH-26APR02ZHOMIL
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Ognjen Milic
# fav_player=Yi Zhou
# dog_player=Ognjen Milic
# kalshi_date=2026-04-02
timestamp,Yi Zhou,Ognjen Milic
2026-04-02T05:17:00Z,69.00,33.00
2026-04-02T05:18:00Z,69.00,33.00
2026-04-02T05:26:00Z,69.87,33.00
2026-04-02T05:28:00Z,70.00,33.00
2026-04-02T05:29:00Z,70.00,33.00
2026-04-02T05:30:00Z,70.00,33.00
2026-04-02T05:36:00Z,70.00,32.00
2026-04-02T05:37:00Z,70.00,32.00
2026-04-02T05:38:00Z,70.00,32.00
2026-04-02T05:40:00Z,70.00,32.00
2026-04-02T05:42:00Z,70.00,32.91
2026-04-02T05:43:00Z,70.00,32.83
2026-04-02T05:45:00Z,70.00,32.83
2026-04-02T05:46:00Z,70.00,33.96
2026-04-02T05:47:00Z,69.00,34.00
2026-04-02T05:48:00Z,69.36,34.00
2026-04-02T05:49:00Z,68.96,34.00
2026-04-02T05:50:00Z,68.96,33.95
2026-04-02T05:53:00Z,68.96,33.00
2026-04-02T05:54:00Z,69.00,33.00
2026-04-02T05:55:00Z,69.00,32.00
2026-04-02T05:56:00Z,68.08,32.00
2026-04-02T05:57:00Z,69.00,32.00
2026-04-02T05:58:00Z,69.00,33.00
2026-04-02T05:59:00Z,69.00,33.00
2026-04-02T06:03:00Z,69.20,33.00
2026-04-02T06:04:00Z,69.00,33.00
2026-04-02T06:05:00Z,69.89,32.17
2026-04-02T06:06:00Z,69.89,33.00
2026-04-02T06:07:00Z,69.00,33.14
2026-04-02T06:08:00Z,69.00,33.00
2026-04-02T06:09:00Z,68.05,33.37
2026-04-02T06:10:00Z,66.04,39.13
2026-04-02T06:11:00Z,65.00,35.76
2026-04-02T06:12:00Z,65.69,35.47
2026-04-02T06:13:00Z,67.98,34.06
2026-04-02T06:14:00Z,68.81,33.19
2026-04-02T06:15:00Z,65.02,36.43
2026-04-02T06:16:00Z,66.08,35.69
2026-04-02T06:17:00Z,65.95,36.25
2026-04-02T06:18:00Z,65.53,35.54
2026-04-02T06:19:00Z,68.74,34.45
2026-04-02T06:20:00Z,66.95,34.63
2026-04-02T06:21:00Z,69.03,32.89
2026-04-02T06:22:00Z,68.13,35.13
2026-04-02T06:23:00Z,65.43,36.37
2026-04-02T06:24:00Z,63.00,37.79
2026-04-02T06:25:00Z,63.16,37.57
2026-04-02T06:26:00Z,58.53,43.75
2026-04-02T06:27:00Z,54.83,46.09
2026-04-02T06:28:00Z,55.38,45.85
2026-04-02T06:29:00Z,58.45,45.47
2026-04-02T06:30:00Z,63.52,38.03
2026-04-02T06:31:00Z,64.58,37.75
2026-04-02T06:32:00Z,60.68,41.73
2026-04-02T06:33:00Z,59.24,42.11
2026-04-02T06:34:00Z,60.29,40.69
2026-04-02T06:35:00Z,58.64,41.96
2026-04-02T06:36:00Z,53.57,47.58
2026-04-02T06:37:00Z,53.99,44.64
2026-04-02T06:38:00Z,62.26,39.35
2026-04-02T06:39:00Z,60.20,43.26
2026-04-02T06:40:00Z,57.59,42.60
2026-04-02T06:41:00Z,54.40,46.28
2026-04-02T06:42:00Z,54.06,46.32
2026-04-02T06:43:00Z,57.62,44.01
2026-04-02T06:44:00Z,59.24,44.33
2026-04-02T06:45:00Z,60.90,41.54
2026-04-02T06:46:00Z,57.01,45.85
2026-04-02T06:47:00Z,58.88,44.12
2026-04-02T06:48:00Z,61.72,43.72
2026-04-02T06:49:00Z,58.13,44.33
2026-04-02T06:50:00Z,56.99,44.69
2026-04-02T06:51:00Z,58.13,42.40
2026-04-02T06:52:00Z,57.36,45.52
2026-04-02T06:53:00Z,55.79,48.83
2026-04-02T06:54:00Z,49.15,48.94
2026-04-02T06:55:00Z,54.61,47.97
2026-04-02T06:56:00Z,49.03,50.08
2026-04-02T06:57:00Z,34.06,64.29
2026-04-02T06:58:00Z,34.58,66.11
2026-04-02T06:59:00Z,33.44,67.44
2026-04-02T07:00:00Z,33.72,67.76
2026-04-02T07:01:00Z,32.00,67.76
2026-04-02T09:01:00Z,5.40,96.32
2026-04-02T09:02:00Z,5.40,99.00
2026-04-02T09:03:00Z,5.40,99.00
