# event_ticker=KXATPMATCH-25JUL27MONBAR
# final_score=6-4 4-6 7-6(3)
# score_resolution=4-6 6-4 6-7
# match_winner=Tomas Barrios Vera
# fav_player=Gael Monfils
# dog_player=Marcelo Tomas Barrios Vera
# kalshi_date=2025-07-27
timestamp,Gael Monfils,Marcelo Tomas Barrios Vera
2025-07-27T20:21:00Z,26.00,90.00
2025-07-27T20:22:00Z,26.00,94.00
2025-07-27T20:23:00Z,26.00,88.00
2025-07-27T20:24:00Z,26.00,73.00
2025-07-27T20:25:00Z,61.00,52.00
2025-07-27T20:27:00Z,49.36,52.00
2025-07-27T20:29:00Z,55.00,48.39
2025-07-27T20:31:00Z,78.02,28.20
2025-07-27T20:33:00Z,79.00,51.00
2025-07-27T20:34:00Z,79.00,39.29
2025-07-27T20:35:00Z,77.00,34.00
2025-07-27T20:36:00Z,77.00,38.00
2025-07-27T20:37:00Z,77.00,38.00
2025-07-27T20:38:00Z,79.00,38.00
2025-07-27T20:39:00Z,79.00,36.98
2025-07-27T20:41:00Z,80.00,36.98
2025-07-27T20:43:00Z,80.00,37.28
2025-07-27T20:44:00Z,80.00,41.54
2025-07-27T20:45:00Z,80.00,19.60
2025-07-27T20:46:00Z,80.00,31.63
2025-07-27T20:48:00Z,80.00,15.00
2025-07-27T20:49:00Z,74.00,31.00
2025-07-27T20:50:00Z,77.00,40.00
2025-07-27T20:51:00Z,65.00,30.29
2025-07-27T20:52:00Z,65.00,37.00
2025-07-27T20:53:00Z,70.00,37.00
2025-07-27T20:54:00Z,68.00,37.00
2025-07-27T20:55:00Z,74.39,23.94
2025-07-27T20:56:00Z,74.75,23.94
2025-07-27T20:57:00Z,75.00,33.14
2025-07-27T20:58:00Z,70.88,33.14
2025-07-27T20:59:00Z,73.00,28.00
2025-07-27T21:00:00Z,74.00,33.00
2025-07-27T21:01:00Z,76.00,28.07
2025-07-27T21:02:00Z,65.00,28.07
2025-07-27T21:03:00Z,68.00,36.91
2025-07-27T21:04:00Z,73.99,42.96
2025-07-27T21:05:00Z,73.99,39.15
2025-07-27T21:06:00Z,80.26,28.47
2025-07-27T21:07:00Z,80.26,32.00
2025-07-27T21:08:00Z,80.26,33.00
2025-07-27T21:09:00Z,75.00,36.60
2025-07-27T21:10:00Z,78.00,34.42
2025-07-27T21:11:00Z,73.16,34.01
2025-07-27T21:12:00Z,71.91,44.00
2025-07-27T21:13:00Z,71.82,41.70
2025-07-27T21:14:00Z,65.00,39.94
2025-07-27T21:15:00Z,72.31,30.26
2025-07-27T21:16:00Z,76.82,18.73
2025-07-27T21:17:00Z,76.97,30.08
2025-07-27T21:18:00Z,76.97,30.13
2025-07-27T21:19:00Z,86.19,16.00
2025-07-27T21:20:00Z,96.59,8.71
2025-07-27T21:21:00Z,97.00,14.00
2025-07-27T21:22:00Z,77.89,25.06
2025-07-27T21:23:00Z,80.57,20.91
2025-07-27T21:24:00Z,64.00,34.51
2025-07-27T21:25:00Z,80.88,19.52
2025-07-27T21:26:00Z,88.00,19.52
2025-07-27T21:27:00Z,86.23,16.30
2025-07-27T21:28:00Z,79.39,23.70
2025-07-27T21:29:00Z,90.18,13.00
2025-07-27T21:30:00Z,99.00,5.82
2025-07-27T21:31:00Z,73.77,28.21
2025-07-27T21:32:00Z,79.78,38.81
2025-07-27T21:33:00Z,79.78,43.44
2025-07-27T21:34:00Z,68.00,48.20
2025-07-27T21:35:00Z,46.79,52.82
2025-07-27T21:36:00Z,12.74,70.81
2025-07-27T21:37:00Z,68.55,45.54
2025-07-27T21:38:00Z,63.73,46.48
2025-07-27T21:39:00Z,9.69,79.08
2025-07-27T21:40:00Z,1.88,96.14
2025-07-27T21:41:00Z,1.88,99.00
2025-07-27T21:42:00Z,1.88,99.00
2025-07-27T21:43:00Z,1.88,99.00
2025-07-27T21:44:00Z,1.88,99.00
2025-07-27T21:45:00Z,1.88,99.00
