# event_ticker=KXATPCHALLENGERMATCH-26MAR22CARCAR2
# final_score=6-4 6-3
# match_winner=Pablo Carreno Busta
# fav_player=Pablo Carreno Busta
# dog_player=Roberto Carballes Baena
# kalshi_date=2026-03-22
timestamp,Pablo Carreno Busta,Roberto Carballes Baena
2026-03-22T08:06:00Z,69.00,33.00
2026-03-22T08:18:00Z,69.00,33.00
2026-03-22T08:24:00Z,68.28,33.00
2026-03-22T08:46:00Z,68.28,32.00
2026-03-22T09:02:00Z,69.00,32.00
2026-03-22T09:13:00Z,69.00,32.00
2026-03-22T09:16:00Z,69.00,32.00
2026-03-22T09:25:00Z,69.00,31.00
2026-03-22T09:29:00Z,69.00,32.00
2026-03-22T09:35:00Z,69.00,32.00
2026-03-22T09:36:00Z,69.00,32.00
2026-03-22T09:39:00Z,69.00,33.00
2026-03-22T09:41:00Z,69.00,33.00
2026-03-22T09:42:00Z,69.00,33.00
2026-03-22T09:45:00Z,69.00,32.00
2026-03-22T10:02:00Z,70.80,32.00
2026-03-22T10:03:00Z,70.00,32.00
2026-03-22T10:04:00Z,70.00,32.00
2026-03-22T10:05:00Z,69.00,32.00
2026-03-22T10:06:00Z,70.15,32.00
2026-03-22T10:07:00Z,71.00,32.00
2026-03-22T10:08:00Z,71.00,32.00
2026-03-22T10:09:00Z,69.03,32.00
2026-03-22T10:10:00Z,69.00,32.00
2026-03-22T10:11:00Z,69.00,32.00
2026-03-22T10:12:00Z,69.00,32.48
2026-03-22T10:13:00Z,70.59,29.77
2026-03-22T10:14:00Z,79.00,29.77
2026-03-22T10:15:00Z,79.00,23.00
2026-03-22T10:16:00Z,79.00,24.00
2026-03-22T10:17:00Z,75.00,28.00
2026-03-22T10:18:00Z,68.64,32.66
2026-03-22T10:19:00Z,65.00,32.66
2026-03-22T10:20:00Z,60.14,40.27
2026-03-22T10:21:00Z,65.09,39.90
2026-03-22T10:22:00Z,75.73,34.34
2026-03-22T10:23:00Z,68.24,30.38
2026-03-22T10:24:00Z,66.09,34.08
2026-03-22T10:25:00Z,63.32,39.00
2026-03-22T10:26:00Z,62.00,39.00
2026-03-22T10:27:00Z,62.00,32.73
2026-03-22T10:28:00Z,69.00,33.01
2026-03-22T10:29:00Z,69.00,32.32
2026-03-22T10:30:00Z,74.99,32.32
2026-03-22T10:31:00Z,74.01,32.21
2026-03-22T10:32:00Z,78.84,22.11
2026-03-22T10:33:00Z,80.00,22.00
2026-03-22T10:34:00Z,77.00,20.07
2026-03-22T10:35:00Z,74.16,23.98
2026-03-22T10:36:00Z,70.38,31.30
2026-03-22T10:37:00Z,71.74,32.99
2026-03-22T10:38:00Z,71.74,31.14
2026-03-22T10:39:00Z,73.86,30.63
2026-03-22T10:40:00Z,77.00,25.09
2026-03-22T10:41:00Z,73.22,29.60
2026-03-22T10:42:00Z,79.17,22.07
2026-03-22T10:43:00Z,79.00,23.00
2026-03-22T10:44:00Z,76.95,22.98
2026-03-22T10:45:00Z,82.98,22.98
2026-03-22T10:46:00Z,83.96,15.02
2026-03-22T10:47:00Z,84.00,16.14
2026-03-22T10:48:00Z,82.75,18.43
2026-03-22T10:49:00Z,82.23,18.70
2026-03-22T10:50:00Z,82.44,16.61
2026-03-22T10:51:00Z,85.00,17.99
2026-03-22T10:52:00Z,85.00,15.46
2026-03-22T10:53:00Z,85.33,15.95
2026-03-22T10:54:00Z,86.95,13.51
2026-03-22T10:55:00Z,83.30,17.13
2026-03-22T10:56:00Z,92.04,15.53
2026-03-22T10:57:00Z,92.04,16.10
2026-03-22T10:58:00Z,84.00,17.03
2026-03-22T10:59:00Z,83.00,17.16
2026-03-22T11:00:00Z,83.91,18.73
2026-03-22T11:01:00Z,81.25,19.00
2026-03-22T11:02:00Z,87.00,16.10
2026-03-22T11:03:00Z,84.00,17.03
2026-03-22T11:04:00Z,85.78,13.78
2026-03-22T11:05:00Z,86.05,14.97
2026-03-22T11:06:00Z,85.98,14.97
2026-03-22T11:07:00Z,85.00,17.00
2026-03-22T11:08:00Z,84.93,15.00
2026-03-22T11:09:00Z,85.00,14.00
2026-03-22T11:10:00Z,84.09,14.58
2026-03-22T11:11:00Z,85.90,19.98
2026-03-22T11:12:00Z,85.00,14.61
2026-03-22T11:13:00Z,85.00,16.00
2026-03-22T11:14:00Z,82.00,17.12
2026-03-22T11:15:00Z,80.32,23.95
2026-03-22T11:16:00Z,77.16,22.46
2026-03-22T11:17:00Z,83.00,19.22
2026-03-22T11:18:00Z,82.16,17.81
2026-03-22T11:19:00Z,82.16,14.74
2026-03-22T11:20:00Z,86.00,13.10
2026-03-22T11:21:00Z,81.04,19.00
2026-03-22T11:22:00Z,81.04,19.45
2026-03-22T11:23:00Z,81.00,21.03
2026-03-22T11:24:00Z,80.10,19.00
2026-03-22T11:25:00Z,80.10,15.60
2026-03-22T11:26:00Z,84.86,15.05
2026-03-22T11:27:00Z,88.57,12.52
2026-03-22T11:28:00Z,90.00,8.86
2026-03-22T11:29:00Z,93.34,6.21
2026-03-22T11:30:00Z,93.00,5.09
2026-03-22T11:31:00Z,95.79,5.11
2026-03-22T11:32:00Z,96.96,5.00
2026-03-22T11:33:00Z,98.00,3.76
2026-03-22T11:34:00Z,97.00,4.73
2026-03-22T11:35:00Z,96.39,5.02
2026-03-22T11:36:00Z,96.00,5.97
2026-03-22T11:37:00Z,96.35,4.52
2026-03-22T11:38:00Z,97.00,2.59
2026-03-22T11:39:00Z,98.85,2.23
2026-03-22T11:40:00Z,98.98,1.00
2026-03-22T11:41:00Z,98.92,1.97
2026-03-22T11:42:00Z,98.00,2.07
2026-03-22T11:43:00Z,99.00,1.64
2026-03-22T11:44:00Z,99.00,1.64
2026-03-22T11:45:00Z,99.00,1.64
2026-03-22T11:46:00Z,99.00,1.00
2026-03-22T11:47:00Z,99.00,1.00
2026-03-22T11:48:00Z,99.00,1.00
