# event_ticker=KXATPCHALLENGERMATCH-26APR10JARFAT
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Nicolas Jarry
# fav_player=Nerman Fatic
# dog_player=Nicolas Jarry
# kalshi_date=2026-04-10
timestamp,Nerman Fatic,Nicolas Jarry
2026-04-10T16:11:00Z,3.88,95.96
2026-04-10T16:12:00Z,2.29,97.98
2026-04-10T16:13:00Z,2.39,98.00
2026-04-10T16:14:00Z,1.67,98.98
2026-04-10T16:15:00Z,1.44,98.94
2026-04-10T16:16:00Z,1.17,98.72
2026-04-10T16:17:00Z,1.04,99.00
2026-04-10T16:18:00Z,1.91,99.00
2026-04-10T16:19:00Z,2.00,98.80
2026-04-10T16:20:00Z,2.00,98.07
2026-04-10T16:21:00Z,2.22,98.01
2026-04-10T16:22:00Z,1.11,99.00
2026-04-10T16:23:00Z,1.74,98.76
2026-04-10T16:24:00Z,1.00,99.00
2026-04-10T16:25:00Z,1.25,99.00
2026-04-10T16:26:00Z,1.93,99.00
2026-04-10T16:27:00Z,1.40,98.72
2026-04-10T16:28:00Z,1.16,98.72
2026-04-10T16:29:00Z,1.07,99.00
2026-04-10T16:34:00Z,1.00,99.00
2026-04-10T16:35:00Z,1.00,99.00
