# event_ticker=KXATPCHALLENGERMATCH-26APR29BERCOP
# final_score=6-4 7-5
# match_winner=Kimmer Coppejans
# fav_player=Kimmer Coppejans
# dog_player=Remy Bertola
# kalshi_date=2026-04-29
timestamp,Remy Bertola,Kimmer Coppejans
2026-04-29T11:51:00Z,40.07,61.98
2026-04-29T11:52:00Z,34.03,66.44
2026-04-29T11:53:00Z,28.58,69.00
2026-04-29T11:54:00Z,25.25,75.96
2026-04-29T11:55:00Z,23.68,76.30
2026-04-29T11:56:00Z,25.47,75.23
2026-04-29T11:57:00Z,20.72,79.72
2026-04-29T11:58:00Z,18.22,81.81
2026-04-29T11:59:00Z,15.61,86.28
2026-04-29T12:00:00Z,11.39,89.09
2026-04-29T12:01:00Z,6.98,93.09
2026-04-29T12:02:00Z,4.99,95.16
2026-04-29T12:03:00Z,3.01,96.79
2026-04-29T12:04:00Z,3.16,97.40
2026-04-29T12:05:00Z,1.16,98.85
2026-04-29T12:06:00Z,1.12,98.89
2026-04-29T12:07:00Z,1.08,99.00
2026-04-29T12:08:00Z,1.08,99.00
2026-04-29T12:13:00Z,1.08,99.00
