# event_ticker=KXATPCHALLENGERMATCH-26MAY27NAGKOL
# final_score=6-4 7-6(4)
# score_resolution=4-6 6-7
# match_winner=Sumit Nagal
# fav_player=Zdenek Kolar
# dog_player=Sumit Nagal
# kalshi_date=2026-05-27
timestamp,Sumit Nagal,Zdenek Kolar
2026-05-27T14:40:00Z,64.94,38.97
2026-05-27T14:41:00Z,66.85,33.36
2026-05-27T14:42:00Z,66.08,34.00
2026-05-27T14:43:00Z,66.00,34.00
2026-05-27T14:44:00Z,68.59,30.79
2026-05-27T14:45:00Z,68.15,32.58
2026-05-27T14:46:00Z,68.00,31.20
2026-05-27T14:47:00Z,66.00,31.20
2026-05-27T14:48:00Z,60.02,38.03
2026-05-27T14:49:00Z,55.29,43.20
2026-05-27T14:50:00Z,56.07,46.35
2026-05-27T14:51:00Z,49.91,49.26
2026-05-27T14:52:00Z,49.91,50.36
2026-05-27T14:53:00Z,54.24,46.69
2026-05-27T14:54:00Z,59.93,41.01
2026-05-27T14:55:00Z,63.92,35.37
2026-05-27T14:56:00Z,68.76,30.03
2026-05-27T14:57:00Z,71.44,29.93
2026-05-27T14:58:00Z,71.00,30.26
2026-05-27T14:59:00Z,70.85,30.25
2026-05-27T15:00:00Z,70.16,30.00
2026-05-27T15:01:00Z,71.00,30.00
2026-05-27T15:02:00Z,70.00,30.09
2026-05-27T15:03:00Z,68.00,32.00
2026-05-27T15:04:00Z,69.46,31.09
2026-05-27T15:05:00Z,68.67,31.30
2026-05-27T15:06:00Z,64.59,35.09
2026-05-27T15:07:00Z,68.46,31.59
2026-05-27T15:08:00Z,72.78,27.70
2026-05-27T15:09:00Z,74.50,26.97
2026-05-27T15:10:00Z,80.64,23.36
2026-05-27T15:11:00Z,86.39,17.04
2026-05-27T15:12:00Z,79.79,17.51
2026-05-27T15:13:00Z,77.29,21.19
2026-05-27T15:14:00Z,79.14,20.42
2026-05-27T15:15:00Z,84.45,19.00
2026-05-27T15:16:00Z,87.85,13.42
2026-05-27T15:17:00Z,90.20,9.18
2026-05-27T15:18:00Z,89.46,10.20
2026-05-27T15:19:00Z,90.79,8.70
2026-05-27T15:20:00Z,91.97,8.38
2026-05-27T15:21:00Z,92.93,8.71
2026-05-27T15:22:00Z,92.02,7.59
2026-05-27T15:23:00Z,90.99,9.00
2026-05-27T15:24:00Z,89.02,10.51
2026-05-27T15:25:00Z,86.94,12.19
2026-05-27T15:26:00Z,80.01,18.69
2026-05-27T15:27:00Z,78.34,22.08
2026-05-27T15:28:00Z,74.40,24.99
2026-05-27T15:29:00Z,75.47,24.76
2026-05-27T15:30:00Z,79.50,21.20
2026-05-27T15:31:00Z,86.79,10.72
2026-05-27T15:32:00Z,89.74,9.70
2026-05-27T15:33:00Z,87.91,10.66
2026-05-27T15:34:00Z,89.35,12.02
2026-05-27T15:35:00Z,85.13,14.97
2026-05-27T15:36:00Z,82.16,18.28
2026-05-27T15:37:00Z,78.02,21.32
2026-05-27T15:38:00Z,77.95,23.88
2026-05-27T15:39:00Z,72.14,27.80
2026-05-27T15:40:00Z,73.76,27.08
2026-05-27T15:41:00Z,73.17,27.82
2026-05-27T15:42:00Z,73.15,26.00
2026-05-27T15:43:00Z,76.08,22.61
2026-05-27T15:44:00Z,75.47,25.54
2026-05-27T15:45:00Z,79.71,21.34
2026-05-27T15:46:00Z,80.00,21.00
2026-05-27T15:47:00Z,77.97,23.15
2026-05-27T15:48:00Z,77.79,24.30
2026-05-27T15:49:00Z,74.87,26.13
2026-05-27T15:50:00Z,73.44,25.43
2026-05-27T15:51:00Z,75.16,25.63
2026-05-27T15:52:00Z,72.66,27.26
2026-05-27T15:53:00Z,64.30,35.98
2026-05-27T15:54:00Z,50.64,49.19
2026-05-27T15:55:00Z,49.98,52.16
2026-05-27T15:56:00Z,50.61,52.08
2026-05-27T15:57:00Z,57.05,41.97
2026-05-27T15:58:00Z,57.88,38.85
2026-05-27T15:59:00Z,52.11,47.37
2026-05-27T16:00:00Z,61.80,34.22
2026-05-27T16:01:00Z,75.31,24.48
2026-05-27T16:02:00Z,80.16,17.79
2026-05-27T16:03:00Z,71.08,24.13
2026-05-27T16:04:00Z,72.93,32.99
2026-05-27T16:05:00Z,84.27,16.87
2026-05-27T16:06:00Z,83.25,15.09
2026-05-27T16:07:00Z,88.22,14.87
2026-05-27T16:08:00Z,83.89,17.27
2026-05-27T16:09:00Z,94.75,5.94
2026-05-27T16:10:00Z,99.00,1.00
2026-05-27T16:11:00Z,99.00,1.00
2026-05-27T16:12:00Z,99.00,1.00
