# event_ticker=KXATPCHALLENGERMATCH-26MAY30OLISAK
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Stefanos Sakellaridis
# fav_player=Genaro Alberto Olivieri
# dog_player=Stefanos Sakellaridis
# kalshi_date=2026-05-30
timestamp,Genaro Alberto Olivieri,Stefanos Sakellaridis
2026-05-30T14:50:00Z,6.66,94.00
2026-05-30T14:51:00Z,6.29,94.96
2026-05-30T14:52:00Z,7.00,93.00
2026-05-30T14:53:00Z,7.00,93.94
2026-05-30T14:54:00Z,6.34,93.03
2026-05-30T14:55:00Z,8.00,92.98
2026-05-30T14:56:00Z,9.00,92.00
2026-05-30T14:57:00Z,10.38,90.01
2026-05-30T14:58:00Z,15.72,87.45
2026-05-30T14:59:00Z,24.01,80.65
2026-05-30T15:00:00Z,25.13,75.05
2026-05-30T15:01:00Z,26.98,73.97
2026-05-30T15:02:00Z,26.59,74.31
2026-05-30T15:03:00Z,21.42,81.73
2026-05-30T15:04:00Z,18.17,81.34
2026-05-30T15:05:00Z,19.16,81.84
2026-05-30T15:06:00Z,18.27,80.19
2026-05-30T15:07:00Z,8.08,94.40
2026-05-30T15:08:00Z,6.00,94.32
2026-05-30T15:09:00Z,7.79,92.01
2026-05-30T15:10:00Z,7.07,93.68
2026-05-30T15:11:00Z,10.09,88.46
2026-05-30T15:12:00Z,8.59,91.72
2026-05-30T15:13:00Z,3.65,97.20
2026-05-30T15:14:00Z,8.09,95.24
2026-05-30T15:15:00Z,1.50,97.77
2026-05-30T15:16:00Z,1.50,99.00
