# event_ticker=KXATPCHALLENGERMATCH-26MAR25NAGBON
# final_score=6-2 4-6 7-5
# match_winner=Federico Bondioli
# fav_player=Federico Bondioli
# dog_player=Sumit Nagal
# kalshi_date=2026-03-25
timestamp,Federico Bondioli,Sumit Nagal
2026-03-25T13:53:00Z,61.00,40.19
2026-03-25T13:54:00Z,63.68,42.56
2026-03-25T13:55:00Z,67.91,31.53
2026-03-25T13:56:00Z,70.87,36.38
2026-03-25T13:57:00Z,69.28,30.26
2026-03-25T13:58:00Z,63.60,40.29
2026-03-25T13:59:00Z,59.74,40.57
2026-03-25T14:00:00Z,57.76,43.82
2026-03-25T14:01:00Z,56.74,43.51
2026-03-25T14:02:00Z,56.80,41.40
2026-03-25T14:03:00Z,56.19,43.25
2026-03-25T14:04:00Z,54.02,43.91
2026-03-25T14:05:00Z,59.02,45.16
2026-03-25T14:06:00Z,59.84,36.49
2026-03-25T14:07:00Z,71.01,31.56
2026-03-25T14:08:00Z,67.74,33.54
2026-03-25T14:09:00Z,66.09,34.62
2026-03-25T14:10:00Z,55.23,42.04
2026-03-25T14:11:00Z,53.67,47.00
2026-03-25T14:12:00Z,54.00,47.00
2026-03-25T14:13:00Z,54.00,47.00
2026-03-25T14:14:00Z,56.78,47.00
2026-03-25T14:15:00Z,65.10,41.26
2026-03-25T14:16:00Z,70.19,32.69
2026-03-25T14:17:00Z,68.75,35.07
2026-03-25T14:18:00Z,61.77,40.78
2026-03-25T14:19:00Z,54.32,49.44
2026-03-25T14:20:00Z,50.97,50.78
2026-03-25T14:21:00Z,45.71,57.20
2026-03-25T14:22:00Z,39.70,61.82
2026-03-25T14:23:00Z,39.28,61.21
2026-03-25T14:24:00Z,38.79,62.37
2026-03-25T14:25:00Z,38.52,61.20
2026-03-25T14:26:00Z,39.68,61.45
2026-03-25T14:27:00Z,40.00,60.53
2026-03-25T14:28:00Z,41.58,60.97
2026-03-25T14:29:00Z,45.12,53.80
2026-03-25T14:30:00Z,47.94,52.29
2026-03-25T14:31:00Z,47.03,55.44
2026-03-25T14:32:00Z,50.94,50.27
2026-03-25T14:33:00Z,48.67,51.58
2026-03-25T14:34:00Z,48.71,52.58
2026-03-25T14:35:00Z,48.15,56.69
2026-03-25T14:36:00Z,43.33,57.76
2026-03-25T14:37:00Z,46.92,50.61
2026-03-25T14:38:00Z,47.10,53.21
2026-03-25T14:39:00Z,41.25,59.10
2026-03-25T14:40:00Z,48.73,51.58
2026-03-25T14:41:00Z,52.59,45.95
2026-03-25T14:42:00Z,54.53,46.52
2026-03-25T14:43:00Z,55.78,46.82
2026-03-25T14:44:00Z,53.11,50.45
2026-03-25T14:45:00Z,50.65,51.33
2026-03-25T14:46:00Z,45.34,54.06
2026-03-25T14:47:00Z,53.15,46.87
2026-03-25T14:48:00Z,45.47,54.74
2026-03-25T14:49:00Z,44.51,55.97
2026-03-25T14:50:00Z,52.36,48.70
2026-03-25T14:51:00Z,50.38,49.18
2026-03-25T14:52:00Z,55.04,44.45
2026-03-25T14:53:00Z,57.23,43.50
2026-03-25T14:54:00Z,57.52,43.72
2026-03-25T14:55:00Z,57.00,46.99
2026-03-25T14:56:00Z,57.58,45.22
2026-03-25T14:57:00Z,62.30,39.14
2026-03-25T14:58:00Z,54.81,48.87
2026-03-25T14:59:00Z,45.00,55.41
2026-03-25T15:00:00Z,45.31,56.46
2026-03-25T15:01:00Z,41.10,60.95
2026-03-25T15:02:00Z,47.39,54.57
2026-03-25T15:03:00Z,56.49,42.41
2026-03-25T15:04:00Z,57.95,42.94
2026-03-25T15:05:00Z,59.94,42.31
2026-03-25T15:06:00Z,56.56,45.50
2026-03-25T15:07:00Z,48.36,51.67
2026-03-25T15:08:00Z,44.67,55.01
2026-03-25T15:09:00Z,53.47,50.90
2026-03-25T15:10:00Z,62.89,38.41
2026-03-25T15:11:00Z,62.92,37.55
2026-03-25T15:12:00Z,60.32,42.10
2026-03-25T15:13:00Z,54.68,45.01
2026-03-25T15:14:00Z,52.02,50.02
2026-03-25T15:15:00Z,63.75,42.44
2026-03-25T15:16:00Z,66.17,37.65
2026-03-25T15:17:00Z,63.55,37.40
2026-03-25T15:18:00Z,56.61,43.73
2026-03-25T15:19:00Z,49.52,51.21
2026-03-25T15:20:00Z,53.38,46.65
2026-03-25T15:21:00Z,62.41,37.91
2026-03-25T15:22:00Z,64.17,36.85
2026-03-25T15:23:00Z,62.92,37.42
2026-03-25T15:24:00Z,75.43,27.78
2026-03-25T15:25:00Z,86.84,15.72
2026-03-25T15:26:00Z,81.39,20.51
2026-03-25T15:27:00Z,89.50,11.77
2026-03-25T15:28:00Z,79.36,22.34
2026-03-25T15:29:00Z,65.41,33.62
2026-03-25T15:30:00Z,61.26,39.80
2026-03-25T15:31:00Z,87.44,16.08
2026-03-25T15:32:00Z,99.00,1.00
2026-03-25T15:33:00Z,99.00,1.00
2026-03-25T15:34:00Z,99.00,1.00
2026-03-25T15:35:00Z,99.00,1.00
2026-03-25T15:36:00Z,99.00,1.00
2026-03-25T15:37:00Z,99.00,1.00
2026-03-25T15:38:00Z,99.00,1.00
2026-03-25T15:39:00Z,99.00,1.00
2026-03-25T15:40:00Z,99.00,1.00
2026-03-25T15:41:00Z,99.00,1.00
2026-03-25T15:42:00Z,99.00,1.00
