# event_ticker=KXATPCHALLENGERMATCH-26MAR24GUETRA
# final_score=7-6(7) 2-6 7-6(7)
# score_resolution=7-6 2-6 7-6
# match_winner=Andrea Guerrieri
# fav_player=Andrea Guerrieri
# dog_player=Stefano Travaglia
# kalshi_date=2026-03-24
timestamp,Andrea Guerrieri,Stefano Travaglia
2026-03-24T14:17:00Z,22.00,81.00
2026-03-24T14:18:00Z,22.00,81.00
2026-03-24T14:22:00Z,22.00,81.00
2026-03-24T14:23:00Z,21.00,81.00
2026-03-24T14:25:00Z,21.00,81.00
2026-03-24T14:26:00Z,22.11,81.00
2026-03-24T14:27:00Z,23.00,81.00
2026-03-24T14:28:00Z,23.00,79.00
2026-03-24T14:29:00Z,22.40,79.00
2026-03-24T14:30:00Z,19.00,79.00
2026-03-24T14:31:00Z,16.00,79.00
2026-03-24T14:32:00Z,12.00,86.31
2026-03-24T14:33:00Z,15.01,86.31
2026-03-24T14:34:00Z,12.98,87.89
2026-03-24T14:36:00Z,12.98,90.00
2026-03-24T14:37:00Z,10.07,89.55
2026-03-24T14:38:00Z,11.00,90.00
2026-03-24T14:39:00Z,12.42,90.00
2026-03-24T14:40:00Z,11.07,89.43
2026-03-24T14:41:00Z,11.05,88.00
2026-03-24T14:42:00Z,14.00,88.00
2026-03-24T14:43:00Z,11.04,89.18
2026-03-24T14:44:00Z,11.29,88.13
2026-03-24T14:45:00Z,10.00,89.03
2026-03-24T14:46:00Z,12.00,89.00
2026-03-24T14:47:00Z,10.27,89.00
2026-03-24T14:48:00Z,12.00,90.00
2026-03-24T14:49:00Z,12.53,88.00
2026-03-24T14:50:00Z,14.00,88.00
2026-03-24T14:51:00Z,12.96,86.60
2026-03-24T14:52:00Z,17.96,85.10
2026-03-24T14:53:00Z,16.60,82.61
2026-03-24T14:54:00Z,13.85,85.27
2026-03-24T14:55:00Z,12.85,85.27
2026-03-24T14:56:00Z,15.38,85.15
2026-03-24T14:57:00Z,14.52,87.39
2026-03-24T14:58:00Z,13.87,88.12
2026-03-24T14:59:00Z,8.59,89.99
2026-03-24T15:00:00Z,8.59,93.00
2026-03-24T15:01:00Z,9.05,93.00
2026-03-24T15:02:00Z,10.40,89.00
2026-03-24T15:03:00Z,10.37,87.67
2026-03-24T15:04:00Z,10.02,89.92
2026-03-24T15:05:00Z,10.83,89.92
2026-03-24T15:06:00Z,10.00,90.50
2026-03-24T15:07:00Z,8.27,91.67
2026-03-24T15:08:00Z,10.15,88.00
2026-03-24T15:09:00Z,12.00,87.00
2026-03-24T15:10:00Z,13.87,87.00
2026-03-24T15:11:00Z,20.02,79.30
2026-03-24T15:12:00Z,20.49,81.21
2026-03-24T15:13:00Z,19.44,80.97
2026-03-24T15:14:00Z,17.60,83.39
2026-03-24T15:15:00Z,22.33,78.81
2026-03-24T15:16:00Z,27.76,70.53
2026-03-24T15:17:00Z,35.60,68.29
2026-03-24T15:18:00Z,39.01,62.21
2026-03-24T15:19:00Z,35.28,63.67
2026-03-24T15:20:00Z,34.58,67.54
2026-03-24T15:21:00Z,31.66,69.00
2026-03-24T15:22:00Z,29.99,70.78
2026-03-24T15:23:00Z,37.65,64.00
2026-03-24T15:24:00Z,37.52,64.43
2026-03-24T15:25:00Z,33.38,68.29
2026-03-24T15:26:00Z,31.27,69.71
2026-03-24T15:27:00Z,27.45,69.03
2026-03-24T15:28:00Z,28.72,72.24
2026-03-24T15:29:00Z,37.03,64.99
2026-03-24T15:30:00Z,35.23,63.11
2026-03-24T15:31:00Z,45.07,59.90
2026-03-24T15:32:00Z,46.03,55.77
2026-03-24T15:33:00Z,46.88,54.62
2026-03-24T15:34:00Z,57.72,50.47
2026-03-24T15:35:00Z,48.73,57.20
2026-03-24T15:36:00Z,43.93,54.97
2026-03-24T15:37:00Z,34.00,66.27
2026-03-24T15:38:00Z,25.57,78.65
2026-03-24T15:39:00Z,18.54,81.08
2026-03-24T15:40:00Z,28.17,71.97
2026-03-24T15:41:00Z,49.95,53.78
2026-03-24T15:42:00Z,52.69,47.37
2026-03-24T15:43:00Z,52.27,47.95
2026-03-24T15:44:00Z,51.08,48.92
2026-03-24T15:45:00Z,50.88,49.38
2026-03-24T15:46:00Z,51.00,50.00
2026-03-24T15:47:00Z,49.24,53.35
2026-03-24T15:48:00Z,45.72,53.11
2026-03-24T15:49:00Z,44.65,56.49
2026-03-24T15:50:00Z,44.76,57.77
2026-03-24T15:51:00Z,47.01,55.30
2026-03-24T15:52:00Z,41.18,63.54
2026-03-24T15:53:00Z,32.72,68.18
2026-03-24T15:54:00Z,31.80,69.96
2026-03-24T15:55:00Z,39.80,68.10
2026-03-24T15:56:00Z,30.22,70.74
2026-03-24T15:57:00Z,29.86,71.48
2026-03-24T15:58:00Z,30.13,72.82
2026-03-24T15:59:00Z,29.67,70.46
2026-03-24T16:00:00Z,26.71,72.64
2026-03-24T16:01:00Z,32.12,69.42
2026-03-24T16:02:00Z,32.17,69.52
2026-03-24T16:03:00Z,28.01,72.57
2026-03-24T16:04:00Z,27.02,73.00
2026-03-24T16:05:00Z,27.35,72.95
2026-03-24T16:06:00Z,27.70,74.71
2026-03-24T16:07:00Z,24.28,76.45
2026-03-24T16:08:00Z,25.44,74.75
2026-03-24T16:09:00Z,26.49,81.33
2026-03-24T16:10:00Z,25.37,77.11
2026-03-24T16:11:00Z,23.00,76.08
2026-03-24T16:12:00Z,24.53,76.89
2026-03-24T16:13:00Z,28.12,72.31
2026-03-24T16:14:00Z,29.00,71.13
2026-03-24T16:15:00Z,29.31,72.54
2026-03-24T16:16:00Z,27.83,72.13
2026-03-24T16:17:00Z,24.87,75.57
2026-03-24T16:18:00Z,25.09,75.83
2026-03-24T16:19:00Z,23.59,76.79
2026-03-24T16:20:00Z,24.93,76.32
2026-03-24T16:21:00Z,24.90,75.84
2026-03-24T16:22:00Z,25.00,76.00
2026-03-24T16:23:00Z,24.00,79.67
2026-03-24T16:24:00Z,23.32,80.32
2026-03-24T16:25:00Z,20.84,82.54
2026-03-24T16:26:00Z,20.59,80.84
2026-03-24T16:27:00Z,17.72,82.54
2026-03-24T16:28:00Z,18.95,80.49
2026-03-24T16:29:00Z,19.85,81.58
2026-03-24T16:30:00Z,14.85,85.79
2026-03-24T16:31:00Z,15.55,83.31
2026-03-24T16:32:00Z,15.87,85.98
2026-03-24T16:33:00Z,20.35,83.25
2026-03-24T16:34:00Z,20.03,79.29
2026-03-24T16:35:00Z,15.82,85.46
2026-03-24T16:36:00Z,15.42,86.18
2026-03-24T16:37:00Z,17.19,82.35
2026-03-24T16:38:00Z,17.17,85.45
2026-03-24T16:39:00Z,23.38,76.98
2026-03-24T16:40:00Z,23.81,76.13
2026-03-24T16:41:00Z,25.07,74.48
2026-03-24T16:42:00Z,26.29,74.28
2026-03-24T16:43:00Z,22.50,78.85
2026-03-24T16:44:00Z,20.42,79.69
2026-03-24T16:45:00Z,20.94,83.80
2026-03-24T16:46:00Z,16.47,83.42
2026-03-24T16:47:00Z,22.57,82.55
2026-03-24T16:48:00Z,22.75,78.25
2026-03-24T16:49:00Z,18.45,86.68
2026-03-24T16:50:00Z,21.75,80.11
2026-03-24T16:51:00Z,14.96,84.76
2026-03-24T16:52:00Z,19.98,80.09
2026-03-24T16:53:00Z,28.77,73.98
2026-03-24T16:54:00Z,30.85,67.49
2026-03-24T16:55:00Z,30.93,62.75
2026-03-24T16:56:00Z,24.29,74.31
2026-03-24T16:57:00Z,30.57,72.13
2026-03-24T16:58:00Z,46.78,52.11
2026-03-24T16:59:00Z,54.99,45.75
2026-03-24T17:00:00Z,51.82,46.54
2026-03-24T17:01:00Z,47.37,50.09
2026-03-24T17:02:00Z,38.05,60.45
2026-03-24T17:03:00Z,35.77,67.24
2026-03-24T17:04:00Z,31.82,66.57
2026-03-24T17:05:00Z,30.50,70.22
2026-03-24T17:06:00Z,28.54,71.36
2026-03-24T17:07:00Z,34.18,75.95
2026-03-24T17:08:00Z,35.76,60.76
2026-03-24T17:09:00Z,32.31,69.92
2026-03-24T17:10:00Z,30.48,67.61
2026-03-24T17:11:00Z,32.66,68.71
2026-03-24T17:12:00Z,39.60,59.77
2026-03-24T17:13:00Z,25.32,76.05
2026-03-24T17:14:00Z,30.05,72.05
2026-03-24T17:15:00Z,41.06,57.93
2026-03-24T17:16:00Z,32.36,68.40
2026-03-24T17:17:00Z,21.21,78.96
2026-03-24T17:18:00Z,21.24,78.80
2026-03-24T17:19:00Z,16.33,82.23
2026-03-24T17:20:00Z,22.13,81.35
2026-03-24T17:21:00Z,28.91,70.34
2026-03-24T17:22:00Z,29.96,70.60
2026-03-24T17:23:00Z,22.55,78.48
2026-03-24T17:24:00Z,24.12,74.84
2026-03-24T17:25:00Z,9.48,91.17
2026-03-24T17:26:00Z,4.58,95.99
2026-03-24T17:27:00Z,4.07,97.39
2026-03-24T17:28:00Z,4.76,94.91
2026-03-24T17:29:00Z,17.78,80.94
2026-03-24T17:30:00Z,20.16,79.94
2026-03-24T17:31:00Z,27.15,71.77
2026-03-24T17:32:00Z,34.67,65.20
2026-03-24T17:33:00Z,36.39,65.48
2026-03-24T17:34:00Z,35.84,60.17
2026-03-24T17:35:00Z,39.83,62.67
2026-03-24T17:36:00Z,22.25,77.90
2026-03-24T17:37:00Z,21.80,77.30
2026-03-24T17:38:00Z,16.64,83.52
2026-03-24T17:39:00Z,17.84,88.17
2026-03-24T17:40:00Z,9.28,92.53
2026-03-24T17:41:00Z,11.86,93.16
2026-03-24T17:42:00Z,24.02,70.21
2026-03-24T17:43:00Z,21.70,77.25
2026-03-24T17:44:00Z,32.96,66.63
2026-03-24T17:45:00Z,29.38,68.78
2026-03-24T17:46:00Z,38.13,66.95
2026-03-24T17:47:00Z,26.45,73.74
2026-03-24T17:48:00Z,30.71,66.77
2026-03-24T17:49:00Z,35.14,62.27
2026-03-24T17:50:00Z,39.84,61.97
2026-03-24T17:51:00Z,24.36,74.05
2026-03-24T17:52:00Z,37.02,66.06
2026-03-24T17:53:00Z,26.28,74.01
2026-03-24T17:54:00Z,43.58,63.91
2026-03-24T17:55:00Z,56.01,41.40
2026-03-24T17:56:00Z,39.02,63.07
2026-03-24T17:57:00Z,33.68,69.89
2026-03-24T17:58:00Z,85.35,24.70
2026-03-24T17:59:00Z,99.00,1.00
2026-03-24T18:00:00Z,99.00,1.00
2026-03-24T18:01:00Z,99.00,1.00
2026-03-24T18:02:00Z,99.00,1.00
2026-03-24T18:03:00Z,99.00,1.00
