# event_ticker=KXATPMATCH-25OCT21UGOMIS
# final_score=7-5 7-6(6)
# score_resolution=5-7 6-7
# match_winner=Filip Misolic
# fav_player=Camilo Ugo Carabelli
# dog_player=Filip Misolic
# kalshi_date=2025-10-21
timestamp,Camilo Ugo Carabelli,Filip Misolic
2025-10-21T13:53:00Z,17.64,87.48
2025-10-21T13:54:00Z,9.37,92.89
2025-10-21T13:55:00Z,18.71,97.22
2025-10-21T13:56:00Z,18.94,84.38
2025-10-21T13:57:00Z,5.34,98.74
2025-10-21T13:58:00Z,5.34,99.00
2025-10-21T13:59:00Z,5.34,99.00
2025-10-21T14:00:00Z,5.34,99.00
2025-10-21T14:01:00Z,5.34,99.00
2025-10-21T14:03:00Z,5.34,99.00
2025-10-21T14:04:00Z,5.34,99.00
