# event_ticker=KXATPCHALLENGERMATCH-26JUN01MAYTAK
# final_score=7-6(2) 6-7(8) 6-0
# score_resolution=6-7 7-6 0-6
# match_winner=Harold Mayot
# fav_player=Yusuke Takahashi
# dog_player=Harold Mayot
# kalshi_date=2026-06-01
timestamp,Harold Mayot,Yusuke Takahashi
2026-06-01T12:37:00Z,75.01,24.80
2026-06-01T12:38:00Z,76.69,24.31
2026-06-01T12:39:00Z,72.90,26.83
2026-06-01T12:40:00Z,72.00,28.71
2026-06-01T12:41:00Z,67.28,33.55
2026-06-01T12:42:00Z,68.76,31.28
2026-06-01T12:43:00Z,69.32,28.61
2026-06-01T12:44:00Z,68.35,31.51
2026-06-01T12:45:00Z,68.59,29.88
2026-06-01T12:46:00Z,68.29,31.08
2026-06-01T12:47:00Z,69.63,31.50
2026-06-01T12:48:00Z,71.52,27.85
2026-06-01T12:49:00Z,80.24,23.28
2026-06-01T12:50:00Z,82.14,16.02
2026-06-01T12:51:00Z,83.16,18.63
2026-06-01T12:52:00Z,87.97,13.14
2026-06-01T12:53:00Z,88.04,12.38
2026-06-01T12:54:00Z,88.96,11.47
2026-06-01T12:55:00Z,91.39,10.00
2026-06-01T12:56:00Z,89.02,9.99
2026-06-01T12:57:00Z,89.95,11.82
2026-06-01T12:58:00Z,91.00,11.79
2026-06-01T12:59:00Z,91.00,12.00
2026-06-01T13:00:00Z,88.44,11.95
2026-06-01T13:01:00Z,87.03,12.33
2026-06-01T13:02:00Z,89.39,15.63
2026-06-01T13:03:00Z,81.33,19.04
2026-06-01T13:04:00Z,84.04,17.34
2026-06-01T13:05:00Z,84.89,16.91
2026-06-01T13:06:00Z,88.35,12.11
2026-06-01T13:07:00Z,90.57,9.04
2026-06-01T13:08:00Z,92.00,9.16
2026-06-01T13:09:00Z,92.00,9.10
2026-06-01T13:10:00Z,92.48,8.81
2026-06-01T13:11:00Z,92.81,8.96
2026-06-01T13:12:00Z,93.56,8.80
2026-06-01T13:13:00Z,93.00,8.13
2026-06-01T13:14:00Z,93.00,8.65
2026-06-01T13:15:00Z,93.00,8.59
2026-06-01T13:16:00Z,93.48,8.62
2026-06-01T13:17:00Z,94.81,8.57
2026-06-01T13:18:00Z,94.23,7.56
2026-06-01T13:19:00Z,92.00,9.00
2026-06-01T13:20:00Z,90.81,9.29
2026-06-01T13:21:00Z,89.95,10.96
2026-06-01T13:22:00Z,90.77,10.44
2026-06-01T13:23:00Z,91.00,9.21
2026-06-01T13:24:00Z,92.80,8.87
2026-06-01T13:25:00Z,92.67,8.74
2026-06-01T13:26:00Z,89.71,10.18
2026-06-01T13:27:00Z,89.17,11.54
2026-06-01T13:28:00Z,87.16,12.58
2026-06-01T13:29:00Z,88.42,13.09
2026-06-01T13:30:00Z,89.84,10.53
2026-06-01T13:31:00Z,90.45,10.88
2026-06-01T13:32:00Z,89.00,10.11
2026-06-01T13:33:00Z,89.43,11.12
2026-06-01T13:34:00Z,87.17,13.67
2026-06-01T13:35:00Z,87.49,13.20
2026-06-01T13:36:00Z,88.42,11.92
2026-06-01T13:37:00Z,84.75,15.17
2026-06-01T13:38:00Z,85.53,14.71
2026-06-01T13:39:00Z,80.17,19.13
2026-06-01T13:40:00Z,79.90,26.97
2026-06-01T13:41:00Z,69.00,30.33
2026-06-01T13:42:00Z,70.86,30.23
2026-06-01T13:43:00Z,72.28,28.58
2026-06-01T13:44:00Z,77.21,24.55
2026-06-01T13:45:00Z,80.45,21.69
2026-06-01T13:46:00Z,84.74,16.52
2026-06-01T13:47:00Z,83.64,16.57
2026-06-01T13:48:00Z,78.67,23.66
2026-06-01T13:49:00Z,80.68,21.90
2026-06-01T13:50:00Z,84.95,16.37
2026-06-01T13:51:00Z,85.91,15.97
2026-06-01T13:52:00Z,85.92,14.32
2026-06-01T13:53:00Z,87.82,12.95
2026-06-01T13:54:00Z,89.00,11.92
2026-06-01T13:55:00Z,88.58,12.65
2026-06-01T13:56:00Z,90.64,11.12
2026-06-01T13:57:00Z,89.23,11.50
2026-06-01T13:58:00Z,89.24,11.02
2026-06-01T13:59:00Z,88.91,13.10
2026-06-01T14:00:00Z,89.49,11.54
2026-06-01T14:01:00Z,88.09,11.96
2026-06-01T14:02:00Z,92.42,7.91
2026-06-01T14:03:00Z,92.19,7.59
2026-06-01T14:04:00Z,93.79,6.56
2026-06-01T14:05:00Z,89.21,11.18
2026-06-01T14:06:00Z,87.48,13.27
2026-06-01T14:07:00Z,88.06,12.54
2026-06-01T14:08:00Z,88.46,13.70
2026-06-01T14:09:00Z,87.97,13.68
2026-06-01T14:10:00Z,81.80,19.15
2026-06-01T14:11:00Z,76.64,22.79
2026-06-01T14:12:00Z,79.36,20.94
2026-06-01T14:13:00Z,75.91,23.08
2026-06-01T14:14:00Z,74.35,26.34
2026-06-01T14:15:00Z,83.49,14.18
2026-06-01T14:16:00Z,76.90,23.52
2026-06-01T14:17:00Z,86.54,14.48
2026-06-01T14:18:00Z,92.69,12.59
2026-06-01T14:19:00Z,75.70,23.49
2026-06-01T14:20:00Z,69.05,32.31
2026-06-01T14:21:00Z,68.68,32.32
2026-06-01T14:22:00Z,68.48,32.93
2026-06-01T14:23:00Z,69.04,33.23
2026-06-01T14:24:00Z,74.47,27.20
2026-06-01T14:25:00Z,75.83,26.31
2026-06-01T14:26:00Z,73.36,24.71
2026-06-01T14:27:00Z,85.63,14.31
2026-06-01T14:28:00Z,87.80,13.84
2026-06-01T14:29:00Z,88.56,13.24
2026-06-01T14:30:00Z,89.51,11.74
2026-06-01T14:31:00Z,89.86,11.68
2026-06-01T14:32:00Z,88.89,11.93
2026-06-01T14:33:00Z,91.84,10.80
2026-06-01T14:34:00Z,94.53,5.76
2026-06-01T14:35:00Z,96.14,4.80
2026-06-01T14:36:00Z,97.42,3.57
2026-06-01T14:37:00Z,96.36,3.82
2026-06-01T14:38:00Z,97.54,2.56
2026-06-01T14:39:00Z,97.48,2.77
2026-06-01T14:40:00Z,98.39,1.52
2026-06-01T14:41:00Z,98.85,1.90
2026-06-01T14:42:00Z,98.64,1.87
2026-06-01T14:43:00Z,99.00,1.00
2026-06-01T14:44:00Z,99.00,1.00
2026-06-01T14:45:00Z,99.00,1.00
2026-06-01T14:46:00Z,99.00,1.00
2026-06-01T14:47:00Z,99.00,1.00
2026-06-01T14:48:00Z,99.00,1.00
