# event_ticker=KXATPMATCH-26JAN12MEDKOV
# final_score=6-4 3-6 7-6(2)
# score_resolution=4-6 6-3 6-7
# match_winner=Hamad Medjedovic
# fav_player=Aleksandar Kovacevic
# dog_player=Hamad Medjedovic
# kalshi_date=2026-01-12
timestamp,Aleksandar Kovacevic,Hamad Medjedovic
2026-01-13T04:50:00Z,43.12,57.75
2026-01-13T04:51:00Z,33.51,67.03
2026-01-13T04:52:00Z,44.46,56.93
2026-01-13T04:53:00Z,31.56,68.65
2026-01-13T04:54:00Z,41.53,57.10
2026-01-13T04:55:00Z,47.61,53.98
2026-01-13T04:56:00Z,54.41,47.92
2026-01-13T04:57:00Z,59.95,41.46
2026-01-13T04:58:00Z,52.33,47.85
2026-01-13T04:59:00Z,41.43,58.89
2026-01-13T05:00:00Z,46.32,57.09
2026-01-13T05:01:00Z,46.60,52.83
2026-01-13T05:02:00Z,48.88,51.77
2026-01-13T05:03:00Z,48.71,51.25
2026-01-13T05:04:00Z,55.13,48.79
2026-01-13T05:05:00Z,58.11,35.96
2026-01-13T05:06:00Z,46.69,52.82
2026-01-13T05:07:00Z,43.69,54.87
2026-01-13T05:08:00Z,38.78,58.19
2026-01-13T05:09:00Z,40.20,62.76
2026-01-13T05:10:00Z,39.84,60.07
2026-01-13T05:11:00Z,49.80,51.76
2026-01-13T05:12:00Z,44.47,64.44
2026-01-13T05:13:00Z,28.50,71.55
2026-01-13T05:14:00Z,19.75,79.39
2026-01-13T05:15:00Z,17.68,83.90
2026-01-13T05:16:00Z,11.77,89.41
2026-01-13T05:17:00Z,4.03,95.97
2026-01-13T05:18:00Z,1.00,98.99
2026-01-13T05:19:00Z,1.00,99.00
2026-01-13T05:20:00Z,1.00,99.00
2026-01-13T05:21:00Z,1.00,99.00
2026-01-13T05:22:00Z,1.00,99.00
2026-01-13T05:23:00Z,1.00,99.00
2026-01-13T05:24:00Z,1.00,99.00
2026-01-13T05:25:00Z,1.00,99.00
2026-01-13T05:26:00Z,1.00,99.00
2026-01-13T05:27:00Z,1.00,99.00
2026-01-13T05:28:00Z,1.00,99.00
2026-01-13T05:29:00Z,1.00,99.00
2026-01-13T05:30:00Z,1.00,99.00
2026-01-13T05:31:00Z,1.00,99.00
2026-01-13T05:32:00Z,1.00,99.00
2026-01-13T05:33:00Z,1.00,99.00
2026-01-13T05:34:00Z,1.00,99.00
2026-01-13T05:36:00Z,1.00,99.00
2026-01-13T05:37:00Z,1.00,99.00
2026-01-13T05:38:00Z,1.00,99.00
2026-01-13T05:39:00Z,1.00,99.00
2026-01-13T05:41:00Z,1.00,99.00
2026-01-13T05:42:00Z,1.00,99.00
2026-01-13T05:44:00Z,1.00,99.00
2026-01-13T05:46:00Z,1.00,99.00
2026-01-13T05:47:00Z,1.00,99.00
2026-01-13T05:49:00Z,1.00,99.00
2026-01-13T05:50:00Z,1.00,99.00
2026-01-13T05:52:00Z,1.00,99.00
2026-01-13T05:53:00Z,1.00,99.00
2026-01-13T05:54:00Z,1.00,99.00
2026-01-13T05:56:00Z,1.00,99.00
2026-01-13T05:58:00Z,1.00,99.00
2026-01-13T05:59:00Z,1.00,99.00
2026-01-13T06:00:00Z,1.00,99.00
2026-01-13T06:01:00Z,1.00,99.00
2026-01-13T06:03:00Z,1.00,99.00
