# event_ticker=KXATPCHALLENGERMATCH-26APR07BUTSCH
# final_score=7-6(5) 3-6 6-3
# score_resolution=7-6 3-6 6-3
# match_winner=Joel Schwaerzler
# fav_player=Joel Schwaerzler
# dog_player=Edas Butvilas
# kalshi_date=2026-04-07
timestamp,Joel Schwaerzler,Edas Butvilas
2026-04-07T15:10:00Z,54.00,46.75
2026-04-07T15:11:00Z,56.01,45.01
2026-04-07T15:12:00Z,57.31,43.62
2026-04-07T15:13:00Z,64.05,41.44
2026-04-07T15:14:00Z,62.46,39.61
2026-04-07T15:15:00Z,58.50,38.35
2026-04-07T15:16:00Z,56.90,46.81
2026-04-07T15:17:00Z,54.00,47.28
2026-04-07T15:18:00Z,54.00,47.89
2026-04-07T15:19:00Z,53.28,48.20
2026-04-07T15:20:00Z,48.77,56.07
2026-04-07T15:21:00Z,21.39,71.62
2026-04-07T15:22:00Z,26.05,74.08
2026-04-07T15:23:00Z,34.76,64.78
2026-04-07T15:24:00Z,47.11,54.33
2026-04-07T15:25:00Z,52.03,50.13
2026-04-07T15:26:00Z,53.65,50.98
2026-04-07T15:27:00Z,59.26,48.61
2026-04-07T15:28:00Z,56.97,44.75
2026-04-07T15:29:00Z,60.25,40.04
2026-04-07T15:30:00Z,61.29,39.36
2026-04-07T15:31:00Z,58.57,43.18
2026-04-07T15:32:00Z,53.69,46.07
2026-04-07T15:33:00Z,54.92,47.24
2026-04-07T15:34:00Z,59.72,41.61
2026-04-07T15:35:00Z,61.21,40.36
2026-04-07T15:36:00Z,62.50,37.53
2026-04-07T15:37:00Z,62.67,38.33
2026-04-07T15:38:00Z,62.20,39.83
2026-04-07T15:39:00Z,64.51,35.95
2026-04-07T15:40:00Z,59.24,41.26
2026-04-07T15:41:00Z,59.29,41.09
2026-04-07T15:42:00Z,62.36,36.03
2026-04-07T15:43:00Z,72.76,30.54
2026-04-07T15:44:00Z,88.21,13.10
2026-04-07T15:45:00Z,87.80,13.96
2026-04-07T15:46:00Z,81.66,18.56
2026-04-07T15:47:00Z,77.41,24.53
2026-04-07T15:48:00Z,88.47,9.56
2026-04-07T15:49:00Z,91.00,11.05
2026-04-07T15:50:00Z,81.94,16.89
2026-04-07T15:51:00Z,86.67,12.22
2026-04-07T15:52:00Z,95.22,5.54
2026-04-07T15:53:00Z,95.52,4.74
2026-04-07T15:54:00Z,95.23,5.01
2026-04-07T15:55:00Z,96.09,4.14
2026-04-07T15:56:00Z,94.28,5.67
2026-04-07T15:57:00Z,94.06,5.39
2026-04-07T15:58:00Z,97.88,3.00
2026-04-07T15:59:00Z,98.91,1.01
2026-04-07T16:00:00Z,99.00,1.00
2026-04-07T16:01:00Z,99.00,1.00
2026-04-07T16:02:00Z,99.00,1.00
2026-04-07T16:03:00Z,99.00,1.00
2026-04-07T16:04:00Z,99.00,1.00
