# event_ticker=KXATPMATCH-25NOV02SAKBOR
# final_score=7-6(4) 6-3
# score_resolution=7-6 6-3
# match_winner=Nuno Borges
# fav_player=Nuno Borges
# dog_player=Stefanos Sakellaridis
# kalshi_date=2025-11-02
timestamp,Nuno Borges,Stefanos Sakellaridis
2025-11-02T16:19:00Z,78.00,22.83
2025-11-02T16:20:00Z,78.00,24.00
2025-11-02T16:21:00Z,78.00,24.00
2025-11-02T16:22:00Z,80.00,21.72
2025-11-02T16:23:00Z,80.00,20.59
2025-11-02T16:24:00Z,80.00,23.59
2025-11-02T16:25:00Z,80.00,24.41
2025-11-02T16:26:00Z,78.00,25.71
2025-11-02T16:27:00Z,78.02,25.96
2025-11-02T16:28:00Z,79.00,23.03
2025-11-02T16:29:00Z,79.00,22.54
2025-11-02T16:30:00Z,78.05,21.21
2025-11-02T16:31:00Z,77.00,24.94
2025-11-02T16:32:00Z,77.00,24.94
2025-11-02T16:33:00Z,77.00,25.95
2025-11-02T16:34:00Z,77.00,20.00
2025-11-02T16:35:00Z,77.00,22.91
2025-11-02T16:36:00Z,77.00,25.96
2025-11-02T16:37:00Z,75.98,24.74
2025-11-02T16:38:00Z,66.80,38.71
2025-11-02T16:39:00Z,69.37,32.22
2025-11-02T16:40:00Z,77.00,22.58
2025-11-02T16:41:00Z,78.90,22.24
2025-11-02T16:42:00Z,78.90,26.61
2025-11-02T16:43:00Z,78.90,27.04
2025-11-02T16:44:00Z,78.90,28.68
2025-11-02T16:45:00Z,75.00,26.23
2025-11-02T16:46:00Z,77.00,28.32
2025-11-02T16:47:00Z,78.00,23.49
2025-11-02T16:48:00Z,78.81,25.00
2025-11-02T16:49:00Z,82.00,21.03
2025-11-02T16:50:00Z,85.00,15.00
2025-11-02T16:51:00Z,87.14,13.17
2025-11-02T16:52:00Z,89.21,10.88
2025-11-02T16:53:00Z,91.18,9.00
2025-11-02T16:54:00Z,91.18,8.78
2025-11-02T16:55:00Z,92.00,8.19
2025-11-02T16:56:00Z,92.14,8.57
2025-11-02T16:57:00Z,92.94,7.95
2025-11-02T16:58:00Z,93.00,8.00
2025-11-02T16:59:00Z,93.50,6.56
2025-11-02T17:00:00Z,93.00,7.00
2025-11-02T17:01:00Z,92.07,8.69
2025-11-02T17:02:00Z,92.00,8.05
2025-11-02T17:03:00Z,92.55,6.69
2025-11-02T17:04:00Z,93.00,9.00
2025-11-02T17:05:00Z,93.00,9.00
2025-11-02T17:06:00Z,92.31,8.42
2025-11-02T17:07:00Z,92.31,9.08
2025-11-02T17:08:00Z,90.15,10.00
2025-11-02T17:09:00Z,89.00,10.00
2025-11-02T17:10:00Z,92.28,10.90
2025-11-02T17:11:00Z,90.24,10.01
2025-11-02T17:12:00Z,92.00,9.00
2025-11-02T17:13:00Z,91.06,8.78
2025-11-02T17:14:00Z,92.02,7.42
2025-11-02T17:15:00Z,90.00,8.83
2025-11-02T17:16:00Z,92.00,8.10
2025-11-02T17:17:00Z,93.65,7.79
2025-11-02T17:18:00Z,93.00,6.86
2025-11-02T17:19:00Z,97.30,2.22
2025-11-02T17:20:00Z,99.00,1.36
2025-11-02T17:21:00Z,99.00,1.21
2025-11-02T17:22:00Z,99.00,1.90
2025-11-02T17:23:00Z,98.15,2.47
2025-11-02T17:24:00Z,98.62,1.04
2025-11-02T17:25:00Z,98.62,1.02
2025-11-02T17:27:00Z,98.62,1.00
2025-11-02T17:28:00Z,98.62,1.00
2025-11-02T17:29:00Z,98.18,1.06
2025-11-02T17:30:00Z,99.00,1.09
2025-11-02T17:31:00Z,99.00,1.09
2025-11-02T17:32:00Z,99.00,1.00
