# event_ticker=KXATPCHALLENGERMATCH-26MAR16BUEDID
# final_score=6-2 7-5
# score_resolution=2-6 5-7
# match_winner=Gonzalo Bueno
# fav_player=Joao Pedro Didoni Bonini
# dog_player=Gonzalo Bueno
# kalshi_date=2026-03-16
timestamp,Joao Pedro Didoni Bonini,Gonzalo Bueno
2026-03-18T00:37:00Z,6.31,94.00
2026-03-18T00:40:00Z,9.99,94.00
2026-03-18T00:47:00Z,10.00,94.00
2026-03-18T00:54:00Z,10.05,94.00
2026-03-18T00:56:00Z,10.05,93.98
2026-03-18T01:04:00Z,10.99,93.98
2026-03-18T01:14:00Z,10.99,93.00
2026-03-18T01:25:00Z,10.00,93.00
2026-03-18T01:29:00Z,10.00,93.00
2026-03-18T01:30:00Z,10.00,93.00
2026-03-18T01:31:00Z,10.00,93.00
2026-03-18T01:32:00Z,10.00,93.00
2026-03-18T01:33:00Z,10.00,91.00
2026-03-18T01:34:00Z,9.82,90.04
2026-03-18T01:35:00Z,9.20,90.04
2026-03-18T01:36:00Z,10.92,90.00
2026-03-18T01:37:00Z,10.00,90.00
2026-03-18T01:38:00Z,11.41,91.00
2026-03-18T01:39:00Z,9.15,91.12
2026-03-18T01:40:00Z,9.89,90.00
2026-03-18T01:41:00Z,11.00,90.00
2026-03-18T01:42:00Z,11.91,85.92
2026-03-18T01:43:00Z,12.00,89.00
2026-03-18T01:44:00Z,12.00,89.00
2026-03-18T01:45:00Z,12.12,89.57
2026-03-18T01:46:00Z,12.76,88.00
2026-03-18T01:47:00Z,10.02,88.00
2026-03-18T01:48:00Z,10.32,89.00
2026-03-18T01:49:00Z,9.85,89.00
2026-03-18T01:50:00Z,8.00,92.95
2026-03-18T01:51:00Z,6.72,94.99
2026-03-18T01:52:00Z,3.91,94.99
2026-03-18T01:53:00Z,3.91,96.00
2026-03-18T01:54:00Z,5.99,96.00
2026-03-18T01:55:00Z,6.31,93.76
2026-03-18T01:56:00Z,6.41,94.00
2026-03-18T01:57:00Z,7.33,94.00
2026-03-18T01:58:00Z,5.84,94.00
2026-03-18T01:59:00Z,4.07,95.39
2026-03-18T02:00:00Z,3.74,96.00
2026-03-18T02:01:00Z,3.26,97.00
2026-03-18T02:02:00Z,4.05,96.00
2026-03-18T02:03:00Z,5.00,96.00
2026-03-18T02:05:00Z,4.91,96.00
2026-03-18T02:06:00Z,5.00,96.00
2026-03-18T02:07:00Z,3.00,97.00
2026-03-18T02:08:00Z,3.68,97.00
2026-03-18T02:09:00Z,4.00,97.00
2026-03-18T02:10:00Z,2.00,97.00
2026-03-18T02:11:00Z,4.00,97.00
2026-03-18T02:12:00Z,3.00,97.00
2026-03-18T02:13:00Z,3.00,98.00
2026-03-18T02:14:00Z,2.86,97.00
2026-03-18T02:15:00Z,3.00,97.00
2026-03-18T02:16:00Z,3.50,97.00
2026-03-18T02:17:00Z,3.00,97.00
2026-03-18T02:18:00Z,3.00,97.00
2026-03-18T02:19:00Z,3.45,97.00
2026-03-18T02:20:00Z,4.00,97.00
2026-03-18T02:21:00Z,3.00,97.00
2026-03-18T02:22:00Z,2.38,98.00
2026-03-18T02:23:00Z,1.01,98.99
2026-03-18T02:24:00Z,1.24,99.00
2026-03-18T02:25:00Z,2.00,99.00
2026-03-18T02:26:00Z,1.96,99.00
2026-03-18T02:27:00Z,1.96,99.00
2026-03-18T02:28:00Z,1.00,99.00
2026-03-18T02:29:00Z,1.92,99.00
2026-03-18T02:30:00Z,2.46,99.00
2026-03-18T02:31:00Z,1.00,99.00
2026-03-18T02:32:00Z,1.00,99.00
2026-03-18T02:33:00Z,1.58,99.00
2026-03-18T02:34:00Z,2.00,99.00
2026-03-18T02:35:00Z,2.00,99.00
2026-03-18T02:36:00Z,2.00,99.00
2026-03-18T02:37:00Z,2.95,97.06
2026-03-18T02:38:00Z,4.99,97.00
2026-03-18T02:39:00Z,4.55,97.00
2026-03-18T02:40:00Z,5.17,97.00
2026-03-18T02:41:00Z,4.66,97.00
2026-03-18T02:42:00Z,5.74,94.00
2026-03-18T02:43:00Z,6.32,94.00
2026-03-18T02:44:00Z,5.83,94.00
2026-03-18T02:45:00Z,6.96,94.00
2026-03-18T02:46:00Z,8.10,94.17
2026-03-18T02:47:00Z,5.34,94.77
2026-03-18T02:48:00Z,6.15,94.00
2026-03-18T02:49:00Z,6.15,93.00
2026-03-18T02:50:00Z,8.69,92.03
2026-03-18T02:51:00Z,8.76,91.50
2026-03-18T02:52:00Z,7.60,92.97
2026-03-18T02:53:00Z,7.33,94.59
2026-03-18T02:54:00Z,8.16,92.13
2026-03-18T02:55:00Z,6.85,94.00
2026-03-18T02:56:00Z,6.84,93.84
2026-03-18T02:57:00Z,3.51,95.54
2026-03-18T02:58:00Z,3.68,96.87
2026-03-18T02:59:00Z,2.77,96.26
2026-03-18T03:00:00Z,1.40,98.64
2026-03-18T03:01:00Z,1.11,98.75
2026-03-18T03:02:00Z,1.00,99.00
2026-03-18T03:03:00Z,1.41,98.75
2026-03-18T03:04:00Z,1.13,98.75
