# event_ticker=KXATPCHALLENGERMATCH-26FEB17BARSIN
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Petr Bar Biryukov
# fav_player=Digvijay Pratap Singh
# dog_player=Petr Bar Biryukov
# kalshi_date=2026-02-17
timestamp,Digvijay Pratap Singh,Petr Bar Biryukov
2026-02-17T07:13:00Z,17.22,85.94
2026-02-17T07:14:00Z,14.18,85.92
2026-02-17T07:15:00Z,15.45,86.08
2026-02-17T07:16:00Z,12.77,87.98
2026-02-17T07:17:00Z,16.80,85.68
2026-02-17T07:18:00Z,17.00,84.00
2026-02-17T07:19:00Z,19.05,83.96
2026-02-17T07:20:00Z,15.86,85.91
2026-02-17T07:21:00Z,15.98,84.01
2026-02-17T07:22:00Z,13.90,85.25
2026-02-17T07:23:00Z,22.08,83.60
2026-02-17T07:24:00Z,17.33,85.39
2026-02-17T07:25:00Z,17.59,83.00
2026-02-17T07:26:00Z,17.71,83.00
2026-02-17T07:27:00Z,16.85,83.51
2026-02-17T07:28:00Z,20.78,79.98
2026-02-17T07:29:00Z,20.86,83.93
2026-02-17T07:30:00Z,12.33,85.34
2026-02-17T07:31:00Z,13.64,90.78
2026-02-17T07:32:00Z,5.26,95.41
2026-02-17T07:33:00Z,3.00,97.38
2026-02-17T07:34:00Z,3.38,97.00
2026-02-17T07:35:00Z,3.21,97.21
2026-02-17T07:36:00Z,2.31,97.75
2026-02-17T07:37:00Z,1.93,98.09
2026-02-17T07:38:00Z,1.35,97.16
2026-02-17T07:39:00Z,2.12,96.27
2026-02-17T07:40:00Z,3.00,96.92
2026-02-17T07:41:00Z,4.90,92.87
2026-02-17T07:42:00Z,3.30,99.00
2026-02-17T07:43:00Z,1.00,99.00
2026-02-17T07:44:00Z,1.00,99.00
2026-02-17T07:45:00Z,1.00,99.00
2026-02-17T07:48:00Z,1.00,99.00
2026-02-17T07:49:00Z,1.00,99.00
2026-02-17T07:50:00Z,1.00,99.00
2026-02-17T07:51:00Z,1.00,99.00
2026-02-17T07:52:00Z,1.00,99.00
