# event_ticker=KXATPCHALLENGERMATCH-26JUN03WENLAJ
# final_score=6-4 6-1
# match_winner=Mark Lajal
# fav_player=Mark Lajal
# dog_player=Harry Wendelken
# kalshi_date=2026-06-03
timestamp,Harry Wendelken,Mark Lajal
2026-06-04T16:17:00Z,35.00,67.00
2026-06-04T16:24:00Z,35.00,67.00
2026-06-04T16:27:00Z,35.00,67.90
2026-06-04T16:30:00Z,35.00,68.00
2026-06-04T16:31:00Z,35.00,66.00
2026-06-04T16:34:00Z,35.00,68.00
2026-06-04T16:38:00Z,35.00,68.00
2026-06-04T16:40:00Z,34.00,68.00
2026-06-04T16:48:00Z,34.00,68.00
2026-06-04T16:49:00Z,34.00,66.25
2026-06-04T16:51:00Z,34.00,68.00
2026-06-04T17:01:00Z,34.00,67.93
2026-06-04T17:04:00Z,34.00,68.00
2026-06-04T17:16:00Z,34.00,68.00
2026-06-04T17:19:00Z,34.00,68.00
2026-06-04T17:20:00Z,35.25,68.00
2026-06-04T17:24:00Z,35.67,68.00
2026-06-04T17:26:00Z,35.00,68.00
2026-06-04T17:27:00Z,35.00,68.00
2026-06-04T17:28:00Z,35.00,68.00
2026-06-04T17:30:00Z,35.00,68.00
2026-06-04T17:32:00Z,35.00,68.00
2026-06-04T17:33:00Z,34.00,68.00
2026-06-04T17:34:00Z,34.00,67.00
2026-06-04T17:35:00Z,35.00,67.00
2026-06-04T17:36:00Z,35.00,66.00
2026-06-04T17:37:00Z,34.32,66.00
2026-06-04T17:38:00Z,32.60,68.66
2026-06-04T17:39:00Z,30.00,71.00
2026-06-04T17:40:00Z,29.34,73.24
2026-06-04T17:41:00Z,23.43,76.44
2026-06-04T17:42:00Z,23.91,76.21
2026-06-04T17:43:00Z,20.11,81.00
2026-06-04T17:44:00Z,20.09,80.64
2026-06-04T17:45:00Z,23.46,77.00
2026-06-04T17:46:00Z,19.88,80.09
2026-06-04T17:47:00Z,19.03,83.00
2026-06-04T17:48:00Z,24.68,76.00
2026-06-04T17:49:00Z,30.00,71.00
2026-06-04T17:50:00Z,30.35,69.99
2026-06-04T17:51:00Z,27.23,72.96
2026-06-04T17:52:00Z,31.03,68.20
2026-06-04T17:53:00Z,35.72,67.89
2026-06-04T17:54:00Z,35.67,65.17
2026-06-04T17:55:00Z,34.75,67.64
2026-06-04T17:56:00Z,32.54,67.79
2026-06-04T17:57:00Z,32.54,70.00
2026-06-04T17:58:00Z,28.00,70.69
2026-06-04T17:59:00Z,27.23,72.50
2026-06-04T18:00:00Z,28.40,73.56
2026-06-04T18:01:00Z,30.21,70.15
2026-06-04T18:02:00Z,32.04,67.00
2026-06-04T18:03:00Z,39.38,64.25
2026-06-04T18:04:00Z,40.31,63.33
2026-06-04T18:05:00Z,32.17,66.88
2026-06-04T18:06:00Z,30.66,69.76
2026-06-04T18:07:00Z,30.00,70.23
2026-06-04T18:08:00Z,33.70,68.01
2026-06-04T18:09:00Z,35.00,65.00
2026-06-04T18:10:00Z,40.84,61.00
2026-06-04T18:11:00Z,37.66,62.93
2026-06-04T18:12:00Z,37.40,63.73
2026-06-04T18:13:00Z,33.27,67.04
2026-06-04T18:14:00Z,33.00,67.04
2026-06-04T18:15:00Z,34.20,65.48
2026-06-04T18:16:00Z,35.17,65.35
2026-06-04T18:17:00Z,30.98,73.07
2026-06-04T18:18:00Z,17.70,84.59
2026-06-04T18:19:00Z,14.95,85.96
2026-06-04T18:20:00Z,14.33,86.91
2026-06-04T18:21:00Z,15.13,83.58
2026-06-04T18:22:00Z,16.15,84.78
2026-06-04T18:23:00Z,12.00,87.35
2026-06-04T18:24:00Z,12.74,86.57
2026-06-04T18:25:00Z,14.88,86.39
2026-06-04T18:26:00Z,11.54,88.98
2026-06-04T18:27:00Z,5.45,93.31
2026-06-04T18:28:00Z,5.00,96.00
2026-06-04T18:29:00Z,5.27,94.47
2026-06-04T18:30:00Z,5.31,94.75
2026-06-04T18:31:00Z,6.31,94.50
2026-06-04T18:32:00Z,4.04,96.27
2026-06-04T18:33:00Z,3.72,96.74
2026-06-04T18:34:00Z,2.59,97.48
2026-06-04T18:35:00Z,1.11,99.00
2026-06-04T18:36:00Z,1.96,98.11
2026-06-04T18:37:00Z,2.73,98.00
2026-06-04T18:38:00Z,3.78,96.60
2026-06-04T18:39:00Z,5.03,95.12
2026-06-04T18:40:00Z,8.45,92.83
2026-06-04T18:41:00Z,7.11,93.54
2026-06-04T18:42:00Z,8.72,94.11
2026-06-04T18:43:00Z,5.74,94.04
2026-06-04T18:44:00Z,5.01,95.27
2026-06-04T18:45:00Z,6.36,94.59
2026-06-04T18:46:00Z,4.38,96.80
2026-06-04T18:47:00Z,3.00,97.00
2026-06-04T18:48:00Z,2.00,98.69
2026-06-04T18:49:00Z,1.15,99.00
2026-06-04T18:50:00Z,1.03,98.74
2026-06-04T18:51:00Z,1.00,99.00
