# event_ticker=KXATPCHALLENGERMATCH-26MAY14DZUMUN
# final_score=6-2 7-6(4)
# score_resolution=6-2 7-6
# match_winner=Jaume Munar
# fav_player=Jaume Munar
# dog_player=Damir Dzumhur
# kalshi_date=2026-05-14
timestamp,Damir Dzumhur,Jaume Munar
2026-05-14T14:41:00Z,10.05,90.57
2026-05-14T14:42:00Z,10.37,90.39
2026-05-14T14:43:00Z,11.54,87.11
2026-05-14T14:44:00Z,10.11,88.37
2026-05-14T14:45:00Z,8.59,88.37
2026-05-14T14:46:00Z,9.00,91.00
2026-05-14T14:47:00Z,9.00,91.00
2026-05-14T14:48:00Z,8.92,91.11
2026-05-14T14:49:00Z,8.00,93.00
2026-05-14T14:50:00Z,7.93,93.66
2026-05-14T14:51:00Z,8.00,93.00
2026-05-14T14:52:00Z,8.00,93.00
2026-05-14T14:53:00Z,8.00,92.87
2026-05-14T14:54:00Z,8.00,93.00
2026-05-14T14:55:00Z,7.33,92.01
2026-05-14T14:56:00Z,10.88,91.69
2026-05-14T14:57:00Z,10.68,90.00
2026-05-14T14:58:00Z,11.72,89.05
2026-05-14T14:59:00Z,13.37,87.58
2026-05-14T15:00:00Z,15.05,86.00
2026-05-14T15:01:00Z,13.50,87.00
2026-05-14T15:02:00Z,10.96,90.34
2026-05-14T15:03:00Z,12.97,88.97
2026-05-14T15:04:00Z,13.95,87.42
2026-05-14T15:05:00Z,14.00,87.00
2026-05-14T15:06:00Z,14.00,87.00
2026-05-14T15:07:00Z,12.49,88.71
2026-05-14T15:08:00Z,13.57,87.55
2026-05-14T15:09:00Z,13.16,89.00
2026-05-14T15:10:00Z,12.37,88.65
2026-05-14T15:11:00Z,13.64,85.86
2026-05-14T15:12:00Z,18.93,81.15
2026-05-14T15:13:00Z,17.49,82.00
2026-05-14T15:14:00Z,23.96,80.43
2026-05-14T15:15:00Z,25.14,76.68
2026-05-14T15:16:00Z,28.03,71.66
2026-05-14T15:17:00Z,30.22,70.49
2026-05-14T15:18:00Z,30.95,70.00
2026-05-14T15:19:00Z,30.08,71.00
2026-05-14T15:20:00Z,33.08,70.84
2026-05-14T15:21:00Z,34.27,65.62
2026-05-14T15:22:00Z,35.09,63.96
2026-05-14T15:23:00Z,32.37,68.00
2026-05-14T15:24:00Z,29.73,70.84
2026-05-14T15:25:00Z,31.70,70.00
2026-05-14T15:26:00Z,28.93,71.08
2026-05-14T15:27:00Z,32.82,67.25
2026-05-14T15:28:00Z,33.99,67.00
2026-05-14T15:29:00Z,33.79,67.00
2026-05-14T15:30:00Z,32.25,69.01
2026-05-14T15:31:00Z,30.37,68.27
2026-05-14T15:32:00Z,32.00,68.98
2026-05-14T15:33:00Z,31.36,69.02
2026-05-14T15:34:00Z,33.73,67.07
2026-05-14T15:35:00Z,34.62,66.02
2026-05-14T15:36:00Z,31.73,68.68
2026-05-14T15:37:00Z,20.40,79.45
2026-05-14T15:38:00Z,19.33,81.00
2026-05-14T15:39:00Z,21.33,79.19
2026-05-14T15:40:00Z,18.55,82.24
2026-05-14T15:41:00Z,22.06,77.24
2026-05-14T15:42:00Z,21.87,80.51
2026-05-14T15:43:00Z,26.61,74.30
2026-05-14T15:44:00Z,24.69,72.51
2026-05-14T15:45:00Z,24.06,74.65
2026-05-14T15:46:00Z,21.72,73.89
2026-05-14T15:47:00Z,18.02,82.49
2026-05-14T15:48:00Z,20.74,80.23
2026-05-14T15:49:00Z,18.14,82.48
2026-05-14T15:50:00Z,22.42,81.86
2026-05-14T15:51:00Z,17.21,83.17
2026-05-14T15:52:00Z,15.30,87.58
2026-05-14T15:53:00Z,15.51,86.12
2026-05-14T15:54:00Z,16.50,86.14
2026-05-14T15:55:00Z,19.31,81.72
2026-05-14T15:56:00Z,21.19,79.42
2026-05-14T15:57:00Z,21.18,81.19
2026-05-14T15:58:00Z,21.79,79.44
2026-05-14T15:59:00Z,20.75,80.00
2026-05-14T16:00:00Z,24.70,77.26
2026-05-14T16:01:00Z,28.58,72.88
2026-05-14T16:02:00Z,22.66,80.28
2026-05-14T16:03:00Z,20.54,83.00
2026-05-14T16:04:00Z,20.00,83.21
2026-05-14T16:05:00Z,18.55,83.14
2026-05-14T16:06:00Z,13.51,88.22
2026-05-14T16:07:00Z,4.50,96.63
2026-05-14T16:08:00Z,2.44,98.21
2026-05-14T16:09:00Z,2.06,98.21
2026-05-14T16:10:00Z,1.03,98.87
2026-05-14T16:11:00Z,2.43,97.84
2026-05-14T16:12:00Z,4.32,98.08
2026-05-14T16:13:00Z,4.32,99.00
2026-05-14T16:14:00Z,4.32,99.00
2026-05-14T16:15:00Z,4.32,99.00
2026-05-14T16:16:00Z,4.32,99.00
2026-05-14T16:17:00Z,4.32,99.00
2026-05-14T16:18:00Z,4.32,99.00
2026-05-14T16:19:00Z,4.32,99.00
2026-05-14T16:20:00Z,4.32,99.00
2026-05-14T16:21:00Z,4.32,99.00
2026-05-14T16:22:00Z,4.32,99.00
2026-05-14T16:23:00Z,4.32,99.00
