# event_ticker=KXATPMATCH-25OCT28DAVROY
# final_score=4-6 6-1 6-4
# match_winner=Alejandro Davidovich Fokina
# fav_player=Alejandro Davidovich Fokina
# dog_player=Valentin Royer
# kalshi_date=2025-10-28
timestamp,Alejandro Davidovich Fokina,Valentin Royer
2025-10-28T15:49:00Z,45.59,55.07
2025-10-28T15:50:00Z,46.23,56.57
2025-10-28T15:51:00Z,40.38,59.23
2025-10-28T15:52:00Z,42.34,57.97
2025-10-28T15:53:00Z,43.67,58.52
2025-10-28T15:54:00Z,44.19,56.63
2025-10-28T15:55:00Z,42.38,57.21
2025-10-28T15:56:00Z,38.17,61.46
2025-10-28T15:57:00Z,37.02,63.62
2025-10-28T15:58:00Z,37.79,62.70
2025-10-28T15:59:00Z,39.10,63.45
2025-10-28T16:00:00Z,41.59,61.44
2025-10-28T16:01:00Z,43.06,56.00
2025-10-28T16:02:00Z,42.81,57.50
2025-10-28T16:03:00Z,42.50,57.78
2025-10-28T16:04:00Z,46.61,53.58
2025-10-28T16:05:00Z,49.61,50.18
2025-10-28T16:06:00Z,46.68,54.25
2025-10-28T16:07:00Z,49.39,49.42
2025-10-28T16:08:00Z,59.03,41.46
2025-10-28T16:09:00Z,61.60,37.90
2025-10-28T16:10:00Z,63.53,36.06
2025-10-28T16:11:00Z,63.85,36.25
2025-10-28T16:12:00Z,65.43,33.44
2025-10-28T16:13:00Z,68.12,31.27
2025-10-28T16:14:00Z,67.98,31.38
2025-10-28T16:15:00Z,67.82,33.63
2025-10-28T16:16:00Z,67.49,33.35
2025-10-28T16:17:00Z,67.13,33.56
2025-10-28T16:18:00Z,66.46,33.06
2025-10-28T16:19:00Z,69.73,27.81
2025-10-28T16:20:00Z,75.64,26.24
2025-10-28T16:21:00Z,74.03,26.45
2025-10-28T16:22:00Z,71.49,28.18
2025-10-28T16:23:00Z,71.37,29.16
2025-10-28T16:24:00Z,72.97,27.41
2025-10-28T16:25:00Z,73.87,27.79
2025-10-28T16:26:00Z,74.13,27.01
2025-10-28T16:27:00Z,73.17,28.02
2025-10-28T16:28:00Z,72.69,28.97
2025-10-28T16:29:00Z,73.67,28.00
2025-10-28T16:30:00Z,73.61,28.74
2025-10-28T16:31:00Z,74.09,27.97
2025-10-28T16:32:00Z,72.95,27.95
2025-10-28T16:33:00Z,73.26,28.00
2025-10-28T16:34:00Z,73.00,28.00
2025-10-28T16:35:00Z,73.45,26.76
2025-10-28T16:36:00Z,70.13,30.65
2025-10-28T16:37:00Z,66.54,33.94
2025-10-28T16:38:00Z,74.77,31.74
2025-10-28T16:39:00Z,71.92,25.35
2025-10-28T16:40:00Z,72.07,28.46
2025-10-28T16:41:00Z,75.76,24.44
2025-10-28T16:42:00Z,69.45,32.67
2025-10-28T16:43:00Z,64.43,36.36
2025-10-28T16:44:00Z,64.15,36.90
2025-10-28T16:45:00Z,64.00,35.44
2025-10-28T16:46:00Z,55.92,42.12
2025-10-28T16:47:00Z,61.62,37.07
2025-10-28T16:48:00Z,67.62,35.04
2025-10-28T16:49:00Z,66.79,34.73
2025-10-28T16:50:00Z,59.54,40.80
2025-10-28T16:51:00Z,58.47,42.11
2025-10-28T16:52:00Z,57.87,43.18
2025-10-28T16:53:00Z,61.20,39.33
2025-10-28T16:54:00Z,63.85,35.93
2025-10-28T16:55:00Z,71.44,28.42
2025-10-28T16:56:00Z,81.62,14.84
2025-10-28T16:57:00Z,85.45,13.12
2025-10-28T16:58:00Z,79.81,20.79
2025-10-28T16:59:00Z,90.49,15.32
2025-10-28T17:00:00Z,91.16,6.44
2025-10-28T17:01:00Z,89.96,10.78
2025-10-28T17:02:00Z,91.76,7.85
2025-10-28T17:03:00Z,95.20,5.59
2025-10-28T17:04:00Z,95.47,4.29
2025-10-28T17:05:00Z,96.60,3.44
2025-10-28T17:06:00Z,97.45,2.79
2025-10-28T17:07:00Z,95.47,4.95
2025-10-28T17:08:00Z,96.47,5.85
2025-10-28T17:09:00Z,94.49,5.98
2025-10-28T17:10:00Z,94.07,4.36
2025-10-28T17:11:00Z,98.51,1.57
2025-10-28T17:12:00Z,99.00,1.00
2025-10-28T17:13:00Z,99.00,1.00
2025-10-28T17:14:00Z,99.00,1.00
2025-10-28T17:15:00Z,99.00,1.00
2025-10-28T17:16:00Z,99.00,1.00
2025-10-28T17:17:00Z,99.00,1.00
2025-10-28T17:18:00Z,99.00,1.00
2025-10-28T17:19:00Z,99.00,1.00
